#Subconcepto eco.,Descripción,Año,Programa,Departamento,Pto inicial,Aumentos,Disminuciones,Pto definitivo,Oblig. recon.
12001,Retribuciones básicas,2016,15000,02,234570.57,162656.16,0.0,397226.73,174790.47
12002,Retribuciones básicas,2016,15000,02,11741.86,0.0,0.0,11741.86,35616.3
12101,Complemento de destino,2016,15000,02,449968.4,0.0,0.0,449968.4,420061.46
12102,Complemento específico,2016,15000,02,29903.33,0.0,0.0,29903.33,97510.41
16001,Seguridad social,2016,15000,02,206962.49,0.0,0.0,206962.49,153188.59
12001,Retribuciones básicas,2016,15100,02,32437.57,0.0,0.0,32437.57,28140.02
12101,Complemento de destino,2016,15100,02,49448.84,0.0,0.0,49448.84,55141.82
16001,Seguridad social,2016,15100,02,23337.63,0.0,0.0,23337.63,21279.41
12001,Retribuciones básicas,2016,15340,02,93521.87,0.0,0.0,93521.87,44321.56
12002,Retribuciones básicas,2016,15340,02,0.0,0.0,0.0,0.0,28171.03
12101,Complemento de destino,2016,15340,02,209740.76,0.0,0.0,209740.76,108529.32
12102,Complemento específico,2016,15340,02,0.0,0.0,0.0,0.0,84870.92
16001,Seguridad social,2016,15340,02,75029.85,0.0,0.0,75029.85,64824.3
12001,Retribuciones básicas,2016,15341,02,113066.76,0.0,0.0,113066.76,70717.02
12002,Retribuciones básicas,2016,15341,02,0.0,0.0,0.0,0.0,18730.56
12101,Complemento de destino,2016,15341,02,202556.2,0.0,0.0,202556.2,159617.52
12102,Complemento específico,2016,15341,02,0.0,0.0,0.0,0.0,53894.16
16001,Seguridad social,2016,15341,02,89952.54,0.0,0.0,89952.54,78650.21
12001,Retribuciones básicas,2016,15342,02,99799.42,0.0,0.0,99799.42,44536.42
12002,Retribuciones básicas,2016,15342,02,0.0,0.0,0.0,0.0,24774.3
12101,Complemento de destino,2016,15342,02,174434.12,0.0,0.0,174434.12,148328.14
12102,Complemento específico,2016,15342,02,0.0,0.0,0.0,0.0,83456.49
13101,Laboral temporal,2016,15342,02,0.0,0.0,0.0,0.0,480.1
13102,Laboral temporal,2016,15342,02,0.0,0.0,0.0,0.0,1397.34
16001,Seguridad social,2016,15342,02,78156.56,0.0,0.0,78156.56,63280.37
12001,Retribuciones básicas,2016,15343,02,33424.06,0.0,0.0,33424.06,27957.97
12101,Complemento de destino,2016,15343,02,59613.68,0.0,0.0,59613.68,70555.33
13101,Laboral temporal,2016,15343,02,0.0,0.0,0.0,0.0,772.28
13102,Laboral temporal,2016,15343,02,0.0,0.0,0.0,0.0,2293.82
16001,Seguridad social,2016,15343,02,26515.76,0.0,0.0,26515.76,32825.27
12001,Retribuciones básicas,2016,15344,02,20014.3,0.0,0.0,20014.3,17183.54
12101,Complemento de destino,2016,15344,02,38979.5,0.0,0.0,38979.5,43060.79
16001,Seguridad social,2016,15344,02,16813.23,0.0,0.0,16813.23,20213.41
12001,Retribuciones básicas,2016,15345,02,45753.32,0.0,0.0,45753.32,31483.79
12101,Complemento de destino,2016,15345,02,80247.86,0.0,0.0,80247.86,95452.77
16001,Seguridad social,2016,15345,02,35910.34,0.0,0.0,35910.34,30407.92
12001,Retribuciones básicas,2016,15346,02,60807.67,0.0,0.0,60807.67,22053.32
12002,Retribuciones básicas,2016,15346,02,0.0,0.0,0.0,0.0,31063.65
12101,Complemento de destino,2016,15346,02,82951.82,0.0,0.0,82951.82,40604.82
12102,Complemento específico,2016,15346,02,0.0,0.0,0.0,0.0,61345.42
13001,Retribuciones básicas,2016,15346,02,15962.56,0.0,0.0,15962.56,13819.44
13002,Otras remuneraciones,2016,15346,02,19746.8,0.0,0.0,19746.8,21974.78
13101,Laboral temporal,2016,15346,02,559.15,0.0,0.0,559.15,0.0
13102,Laboral temporal,2016,15346,02,741.68,0.0,0.0,741.68,0.0
16001,Seguridad social,2016,15346,02,51519.36,0.0,0.0,51519.36,64279.07
12001,Retribuciones básicas,2016,16100,02,69790.19,0.0,0.0,69790.19,27062.81
12002,Retribuciones básicas,2016,16100,02,0.0,0.0,0.0,0.0,25618.21
12101,Complemento de destino,2016,16100,02,136320.66,0.0,0.0,136320.66,90534.98
12102,Complemento específico,2016,16100,02,0.0,0.0,0.0,0.0,79674.31
13101,Laboral temporal,2016,16100,02,0.0,0.0,0.0,0.0,1042.57
13102,Laboral temporal,2016,16100,02,0.0,0.0,0.0,0.0,3193.8
16001,Seguridad social,2016,16100,02,58741.59,0.0,0.0,58741.59,65360.51
12001,Retribuciones básicas,2016,16500,02,65233.81,0.0,0.0,65233.81,40187.36
12002,Retribuciones básicas,2016,16500,02,0.0,0.0,0.0,0.0,14345.32
12101,Complemento de destino,2016,16500,02,130441.22,0.0,0.0,130441.22,97084.34
12102,Complemento específico,2016,16500,02,0.0,0.0,0.0,0.0,44897.86
13101,Laboral temporal,2016,16500,02,0.0,0.0,0.0,0.0,3466.99
13102,Laboral temporal,2016,16500,02,0.0,0.0,0.0,0.0,10445.51
16001,Seguridad social,2016,16500,02,55767.38,0.0,0.0,55767.38,73443.28
12001,Retribuciones básicas,2016,17000,02,33644.35,0.0,0.0,33644.35,28860.08
12002,Retribuciones básicas,2016,17000,02,19347.72,0.0,0.0,19347.72,16749.96
12101,Complemento de destino,2016,17000,02,58258.76,0.0,0.0,58258.76,63644.05
12102,Complemento específico,2016,17000,02,35832.3,0.0,0.0,35832.3,38982.22
16001,Seguridad social,2016,17000,02,41918.69,0.0,0.0,41918.69,34734.45
12001,Retribuciones básicas,2016,17100,02,41375.17,0.0,0.0,41375.17,22556.27
12002,Retribuciones básicas,2016,17100,02,0.0,0.0,0.0,0.0,7242.72
12101,Complemento de destino,2016,17100,02,84881.3,0.0,0.0,84881.3,82110.82
12102,Complemento específico,2016,17100,02,0.0,0.0,0.0,0.0,36172.9
13101,Laboral temporal,2016,17100,02,7678.58,0.0,0.0,7678.58,4394.75
13102,Laboral temporal,2016,17100,02,18345.32,0.0,0.0,18345.32,21889.41
16001,Seguridad social,2016,17100,02,43399.91,0.0,0.0,43399.91,38635.29
12002,Retribuciones básicas,2016,22100,02,0.0,0.0,0.0,0.0,2437.99
12102,Complemento específico,2016,22100,02,0.0,0.0,0.0,0.0,6589.3
16001,Seguridad social,2016,22100,02,0.0,0.0,0.0,0.0,2775.41
16004,Cuotas elkarkidetza,2016,22100,02,270000.0,0.0,0.0,270000.0,261449.96
16103,Indemnizaciones por jubilaciones anticipadas,2016,22100,02,175000.0,0.0,0.0,175000.0,119113.06
12001,Retribuciones básicas,2016,23000,02,117951.8,0.0,0.0,117951.8,68392.74
12002,Retribuciones básicas,2016,23000,02,19133.96,0.0,0.0,19133.96,46755.83
12101,Complemento de destino,2016,23000,02,207261.88,0.0,0.0,207261.88,171259.75
12102,Complemento específico,2016,23000,02,38951.87,0.0,0.0,38951.87,125483.38
16001,Seguridad social,2016,23000,02,109240.36,0.0,0.0,109240.36,93366.57
12001,Retribuciones básicas,2016,23100,02,92958.6,0.0,0.0,92958.6,44811.13
12002,Retribuciones básicas,2016,23100,02,0.0,0.0,0.0,0.0,43188.13
12101,Complemento de destino,2016,23100,02,150711.96,0.0,0.0,150711.96,85729.94
12102,Complemento específico,2016,23100,02,0.0,0.0,0.0,0.0,96275.17
13101,Laboral temporal,2016,23100,02,0.0,0.0,0.0,0.0,3078.15
13102,Laboral temporal,2016,23100,02,0.0,0.0,0.0,0.0,9293.38
16001,Seguridad social,2016,23100,02,69446.11,0.0,0.0,69446.11,82369.69
12001,Retribuciones básicas,2016,23110,02,24017.18,0.0,0.0,24017.18,8099.28
12002,Retribuciones básicas,2016,23110,02,0.0,0.0,0.0,0.0,12644.35
12101,Complemento de destino,2016,23110,02,43093.26,0.0,0.0,43093.26,19777.24
12102,Complemento específico,2016,23110,02,0.0,0.0,0.0,0.0,27238.94
13001,Retribuciones básicas,2016,23110,02,0.0,0.0,0.0,0.0,45.89
13002,Otras remuneraciones,2016,23110,02,0.0,0.0,0.0,0.0,82.09
13101,Laboral temporal,2016,23110,02,136964.11,11000.0,0.0,147964.11,98194.9
13102,Laboral temporal,2016,23110,02,206498.04,0.0,0.0,206498.04,221894.99
16001,Seguridad social,2016,23110,02,117013.19,0.0,0.0,117013.19,116728.78
12002,Retribuciones básicas,2016,23150,02,14938.82,0.0,0.0,14938.82,12208.67
12102,Complemento específico,2016,23150,02,24848.32,0.0,0.0,24848.32,28691.92
16001,Seguridad social,2016,23150,02,11339.33,0.0,0.0,11339.33,13316.3
12001,Retribuciones básicas,2016,23160,02,0.0,0.0,0.0,0.0,60295.1
12002,Retribuciones básicas,2016,23160,02,70194.22,29400.0,0.0,99594.22,0.0
12101,Complemento de destino,2016,23160,02,0.0,0.0,0.0,0.0,112537.29
12102,Complemento específico,2016,23160,02,101015.32,0.0,0.0,101015.32,0.0
16001,Seguridad social,2016,23160,02,48794.72,0.0,0.0,48794.72,44511.31
12001,Retribuciones básicas,2016,23170,02,51765.65,0.0,0.0,51765.65,37636.77
12002,Retribuciones básicas,2016,23170,02,0.0,0.0,0.0,0.0,4523.06
12101,Complemento de destino,2016,23170,02,67941.58,0.0,0.0,67941.58,64571.11
12102,Complemento específico,2016,23170,02,0.0,0.0,0.0,0.0,11088.61
13101,Laboral temporal,2016,23170,02,20019.72,0.0,0.0,20019.72,14806.8
13102,Laboral temporal,2016,23170,02,26470.36,0.0,0.0,26470.36,32190.19
16001,Seguridad social,2016,23170,02,47366.23,0.0,0.0,47366.23,40819.2
12001,Retribuciones básicas,2016,32000,02,100326.33,0.0,0.0,100326.33,62145.1
12002,Retribuciones básicas,2016,32000,02,0.0,0.0,0.0,0.0,19092.09
12101,Complemento de destino,2016,32000,02,167877.08,0.0,0.0,167877.08,207202.73
12102,Complemento específico,2016,32000,02,0.0,0.0,0.0,0.0,50725.74
16001,Seguridad social,2016,32000,02,76437.97,0.0,0.0,76437.97,60163.78
12002,Retribuciones básicas,2016,32700,02,12906.46,0.0,0.0,12906.46,11733.12
12102,Complemento específico,2016,32700,02,24848.32,0.0,0.0,24848.32,27052.34
13101,Laboral temporal,2016,32700,02,0.0,0.0,0.0,0.0,125.0
16001,Seguridad social,2016,32700,02,10760.11,0.0,0.0,10760.11,12383.98
12001,Retribuciones básicas,2016,33000,02,70370.89,0.0,0.0,70370.89,37907.24
12002,Retribuciones básicas,2016,33000,02,57183.24,0.0,0.0,57183.24,61157.12
12101,Complemento de destino,2016,33000,02,123775.68,0.0,0.0,123775.68,75111.75
12102,Complemento específico,2016,33000,02,121513.14,0.0,0.0,121513.14,167064.28
13001,Retribuciones básicas,2016,33000,02,9045.96,0.0,0.0,9045.96,7831.92
13002,Otras remuneraciones,2016,33000,02,12212.06,0.0,0.0,12212.06,13641.56
13101,Laboral temporal,2016,33000,02,0.0,0.0,0.0,0.0,36.93
13102,Laboral temporal,2016,33000,02,0.0,0.0,0.0,0.0,328.44
16001,Seguridad social,2016,33000,02,112318.78,0.0,0.0,112318.78,91823.52
12001,Retribuciones básicas,2016,33210,02,88701.72,0.0,0.0,88701.72,59634.18
12002,Retribuciones básicas,2016,33210,02,4189.29,0.0,0.0,4189.29,16241.04
12101,Complemento de destino,2016,33210,02,140176.68,0.0,0.0,140176.68,118764.53
12102,Complemento específico,2016,33210,02,9122.47,0.0,0.0,9122.47,37523.72
16001,Seguridad social,2016,33210,02,69024.2,0.0,0.0,69024.2,64196.65
12001,Retribuciones básicas,2016,33220,02,58392.84,0.0,0.0,58392.84,32343.03
12002,Retribuciones básicas,2016,33220,02,96821.48,0.0,0.0,96821.48,15656.19
12101,Complemento de destino,2016,33220,02,0.0,0.0,0.0,0.0,71947.73
12102,Complemento específico,2016,33220,02,0.0,0.0,0.0,0.0,44455.81
16001,Seguridad social,2016,33220,02,44236.08,0.0,0.0,44236.08,45198.68
12001,Retribuciones básicas,2016,33510,02,85447.95,0.0,0.0,85447.95,60826.53
12002,Retribuciones básicas,2016,33510,02,0.0,0.0,0.0,0.0,12173.88
12101,Complemento de destino,2016,33510,02,119054.32,0.0,0.0,119054.32,105915.88
12102,Complemento específico,2016,33510,02,0.0,0.0,0.0,0.0,27585.01
16001,Seguridad social,2016,33510,02,58283.15,0.0,0.0,58283.15,56602.06
12001,Retribuciones básicas,2016,33520,02,166846.5,0.0,0.0,166846.5,117452.19
12002,Retribuciones básicas,2016,33520,02,19359.69,0.0,0.0,19359.69,37112.27
12101,Complemento de destino,2016,33520,02,200494.98,0.0,0.0,200494.98,217447.46
12102,Complemento específico,2016,33520,02,32358.06,0.0,0.0,32358.06,81521.2
16001,Seguridad social,2016,33520,02,119431.88,0.0,0.0,119431.88,95201.52
12001,Retribuciones básicas,2016,33720,02,20364.26,0.0,0.0,20364.26,0.0
12002,Retribuciones básicas,2016,33720,02,0.0,0.0,0.0,0.0,15991.77
12101,Complemento de destino,2016,33720,02,42744.24,0.0,0.0,42744.24,0.0
12102,Complemento específico,2016,33720,02,0.0,0.0,0.0,0.0,41939.38
13001,Retribuciones básicas,2016,33720,02,11222.88,0.0,0.0,11222.88,0.0
13002,Otras remuneraciones,2016,33720,02,16227.26,0.0,0.0,16227.26,13119.92
16001,Seguridad social,2016,33720,02,25809.21,0.0,0.0,25809.21,14327.47
13101,Laboral temporal,2016,33800,02,13000.0,0.0,0.0,13000.0,8350.3
16001,Seguridad social,2016,33800,02,0.0,0.0,0.0,0.0,2734.72
12001,Retribuciones básicas,2016,34000,02,47441.52,0.0,0.0,47441.52,41070.6
12101,Complemento de destino,2016,34000,02,80281.46,0.0,0.0,80281.46,87929.04
16001,Seguridad social,2016,34000,02,36401.05,0.0,0.0,36401.05,31546.26
42102,Mancomunidades y consorcios,2016,43300,02,500000.0,0.0,162656.16,337343.84,56789.96
10001,Retribuciones básicas y otras remuneraciones,2016,91200,02,403395.97,0.0,0.0,403395.97,409450.02
11001,Retribuciones básicas y otras remuneraciones,2016,91200,02,34653.74,0.0,0.0,34653.74,35000.14
12002,Retribuciones básicas,2016,91200,02,0.0,0.0,0.0,0.0,927.07
12102,Complemento específico,2016,91200,02,0.0,0.0,0.0,0.0,2669.47
16001,Seguridad social,2016,91200,02,124844.17,0.0,0.0,124844.17,132893.84
12001,Retribuciones básicas,2016,92000,02,110366.84,0.0,0.0,110366.84,46148.99
12002,Retribuciones básicas,2016,92000,02,0.0,0.0,0.0,0.0,38931.65
12101,Complemento de destino,2016,92000,02,185131.38,0.0,0.0,185131.38,94827.57
12102,Complemento específico,2016,92000,02,0.0,0.0,0.0,0.0,109163.79
13001,Retribuciones básicas,2016,92000,02,14240.1,0.0,0.0,14240.1,11677.46
13002,Otras remuneraciones,2016,92000,02,18244.94,0.0,0.0,18244.94,21132.66
16001,Seguridad social,2016,92000,02,93475.23,0.0,0.0,93475.23,89120.26
12001,Retribuciones básicas,2016,92010,02,64180.82,0.0,0.0,64180.82,39875.82
12002,Retribuciones básicas,2016,92010,02,0.0,0.0,0.0,0.0,4754.21
12101,Complemento de destino,2016,92010,02,105046.9,0.0,0.0,105046.9,89017.55
12102,Complemento específico,2016,92010,02,0.0,0.0,0.0,0.0,12784.47
16001,Seguridad social,2016,92010,02,48229.9,0.0,0.0,48229.9,35462.16
22713,Otros trabajos exteriores,2016,92010,02,0.0,0.0,0.0,0.0,0.0
12001,Retribuciones básicas,2016,92030,02,121426.74,0.0,0.0,121426.74,83118.28
12002,Retribuciones básicas,2016,92030,02,0.0,0.0,0.0,0.0,16426.86
12101,Complemento de destino,2016,92030,02,194951.47,0.0,0.0,194951.47,168360.99
12102,Complemento específico,2016,92030,02,0.0,0.0,0.0,0.0,55712.99
12103,Complemento de productividad,2016,92030,02,0.0,0.0,0.0,0.0,0.0
14102,Otro personal,2016,92030,02,367202.5,0.0,0.0,367202.5,0.0
16001,Seguridad social,2016,92030,02,90167.79,0.0,0.0,90167.79,53970.59
16201,Formación,2016,92030,02,31000.0,0.0,0.0,31000.0,23052.85
16205,Seguros,2016,92030,02,75000.0,0.0,0.0,75000.0,69082.13
22001,Ordinario no inventariable,2016,92030,02,0.0,0.0,0.0,0.0,0.0
22112,Material sanitario,2016,92030,02,3000.0,0.0,0.0,3000.0,3548.85
22698,Otros gastos diversos,2016,92030,02,25000.0,0.0,10000.0,15000.0,7953.92
22699,Otros gastos diversos,2016,92030,02,15000.0,0.0,0.0,15000.0,14146.86
22799,Otros trabajos exteriores,2016,92030,02,15000.0,0.0,0.0,15000.0,13453.54
23001,"Dietas, locomoción y traslado del personal",2016,92030,02,400.0,0.0,0.0,400.0,0.0
48001,Ayudas emergencia social,2016,92030,02,5000.0,900.0,0.0,5900.0,4800.0
83301,Anticipos al personal,2016,92030,02,90000.0,0.0,0.0,90000.0,71510.0
12001,Retribuciones básicas,2016,92040,02,19458.92,0.0,0.0,19458.92,0.0
12002,Retribuciones básicas,2016,92040,02,0.0,0.0,0.0,0.0,14073.62
12101,Complemento de destino,2016,92040,02,35832.3,0.0,0.0,35832.3,0.0
12102,Complemento específico,2016,92040,02,0.0,0.0,0.0,0.0,36906.51
16001,Seguridad social,2016,92040,02,15758.0,0.0,0.0,15758.0,12820.77
12001,Retribuciones básicas,2016,92050,02,0.0,0.0,0.0,0.0,31298.34
12002,Retribuciones básicas,2016,92050,02,33361.65,0.0,0.0,33361.65,11805.09
12101,Complemento de destino,2016,92050,02,0.0,0.0,0.0,0.0,76493.76
12102,Complemento específico,2016,92050,02,87472.07,0.0,0.0,87472.07,32774.46
16001,Seguridad social,2016,92050,02,34437.61,0.0,0.0,34437.61,33621.15
12001,Retribuciones básicas,2016,93100,02,69425.72,0.0,0.0,69425.72,30565.17
12002,Retribuciones básicas,2016,93100,02,0.0,0.0,0.0,0.0,26334.17
12101,Complemento de destino,2016,93100,02,130010.14,0.0,0.0,130010.14,69063.3
12102,Complemento específico,2016,93100,02,0.0,0.0,0.0,0.0,80295.7
16001,Seguridad social,2016,93100,02,56839.22,0.0,0.0,56839.22,52120.52
12001,Retribuciones básicas,2016,93210,02,68371.54,0.0,0.0,68371.54,53544.4
12002,Retribuciones básicas,2016,93210,02,0.0,0.0,0.0,0.0,3514.17
12101,Complemento de destino,2016,93210,02,107310.84,0.0,0.0,107310.84,125110.48
12102,Complemento específico,2016,93210,02,0.0,0.0,0.0,0.0,9377.47
16001,Seguridad social,2016,93210,02,50069.48,0.0,0.0,50069.48,49970.84
12001,Retribuciones básicas,2016,93220,02,102082.32,0.0,0.0,102082.32,73483.88
12002,Retribuciones básicas,2016,93220,02,0.0,0.0,0.0,0.0,10167.51
12101,Complemento de destino,2016,93220,02,167697.6,0.0,0.0,167697.6,168878.11
12102,Complemento específico,2016,93220,02,0.0,0.0,0.0,0.0,22270.78
13001,Retribuciones básicas,2016,93220,02,14240.1,0.0,0.0,14240.1,6686.33
13002,Otras remuneraciones,2016,93220,02,22820.7,0.0,0.0,22820.7,13923.54
16001,Seguridad social,2016,93220,02,87449.61,0.0,0.0,87449.61,80924.65
12001,Retribuciones básicas,2016,93300,02,82981.22,0.0,0.0,82981.22,42335.7
12002,Retribuciones básicas,2016,93300,02,0.0,0.0,0.0,0.0,25290.67
12101,Complemento de destino,2016,93300,02,154058.66,0.0,0.0,154058.66,87759.16
12102,Complemento específico,2016,93300,02,0.0,0.0,0.0,0.0,80142.37
16001,Seguridad social,2016,93300,02,67556.37,0.0,0.0,67556.37,56386.3
12001,Retribuciones básicas,2016,93400,02,40854.1,0.0,0.0,40854.1,35240.9
12101,Complemento de destino,2016,93400,02,63702.21,0.0,0.0,63702.21,70975.75
16001,Seguridad social,2016,93400,02,29798.56,0.0,0.0,29798.56,20913.6
33201,Intereses,2016,01100,03,250000.0,0.0,0.0,250000.0,171749.84
36101,Intereses de demora,2016,01100,03,25000.0,0.0,0.0,25000.0,37123.43
93202,Del resto del sector público,2016,01100,03,13800.0,0.0,0.0,13800.0,13791.02
93203,Prestamo idae:paes,2016,01100,03,50000.0,0.0,0.0,50000.0,0.0
93301,Fuera del sector público local,2016,01100,03,2460000.0,0.0,0.0,2460000.0,2401198.41
42101,Mancomunidades y consorcios,2016,43300,03,553000.0,0.0,0.0,553000.0,512044.52
42102,Mancomunidades y consorcios,2016,43300,03,70000.0,0.0,0.0,70000.0,67304.53
23001,"Dietas, locomoción y traslado del personal",2016,92910,03,4000.0,0.0,0.0,4000.0,1655.09
22707,Estudios y trabajos técnicos,2016,93100,03,38000.0,0.0,0.0,38000.0,42827.08
22799,Otros trabajos exteriores,2016,93100,03,0.0,18000.0,0.0,18000.0,7000.0
23001,"Dietas, locomoción y traslado del personal",2016,93100,03,1000.0,0.0,0.0,1000.0,124.28
36901,Otros gastos financieros,2016,93100,03,1000.0,0.0,0.0,1000.0,2522.82
22709,Servicios de recaudación a favor de la entidad,2016,93200,03,23000.0,0.0,0.0,23000.0,20317.24
60101,Infraestructura y urbanización,2016,13300,04,488000.0,0.0,0.0,488000.0,1862.0
60102,Infraestructura y urbanización,2016,13300,04,72000.0,0.0,0.0,72000.0,77047.81
60104,Infraestructura y urbanizaciones,2016,13400,04,0.0,70000.0,0.0,70000.0,0.0
62301,Maquinaria,2016,13400,04,100000.0,0.0,0.0,100000.0,202238.54
23001,"Dietas, locomoción y traslado del personal",2016,15000,04,6100.0,0.0,0.0,6100.0,3918.94
60103,Infraestructura y urbanizaciones,2016,15100,04,0.0,206300.0,0.0,206300.0,0.0
60105,Infraestructura y urbanización,2016,15100,04,0.0,100000.0,0.0,100000.0,0.0
60108,Infraestructuras y urbanizacion,2016,15100,04,120000.0,55000.0,0.0,175000.0,2994.75
62208,Edificios y otras construcciones,2016,15100,04,0.0,12000.0,0.0,12000.0,11356.44
62209,Edificios y otras construcciones,2016,15100,04,0.0,74259.0,0.0,74259.0,0.0
62302,Instalaciones,2016,15100,04,0.0,70000.0,0.0,70000.0,0.0
64201,Planeamiento,2016,15100,04,45000.0,0.0,0.0,45000.0,7114.8
64202,Planeamiento,2016,15100,04,25000.0,0.0,0.0,25000.0,0.0
64201,Planeamiento,2016,17100,04,0.0,39930.0,0.0,39930.0,0.0
60101,Infraestructura y urbanización,2016,17200,04,0.0,80000.0,0.0,80000.0,0.0
60902,Otras inversiones,2016,17200,04,10000.0,0.0,0.0,10000.0,0.0
62301,Maquinaria,2016,17210,04,500.0,0.0,0.0,500.0,408.07
62201,Edificios y otras construcciones,2016,23170,04,30000.0,0.0,0.0,30000.0,20781.65
47101,Otras empresas,2016,24100,04,0.0,140000.0,0.0,140000.0,0.0
62201,Edificios y otras construcciones,2016,24100,04,0.0,200520.0,0.0,200520.0,1577.84
62202,Edificios y otras construcciones,2016,32000,04,84287.96,0.0,0.0,84287.96,69902.58
62203,Edificios y otras construcciones,2016,32000,04,225000.0,0.0,0.0,225000.0,154602.65
62201,Edificios y otras construcciones,2016,33000,04,2732788.0,0.0,0.0,2732788.0,3342.8
62208,Edificios y otras construcciones,2016,33210,04,40000.0,0.0,0.0,40000.0,0.0
62209,Edificios y otras construcciones,2016,33210,04,60000.0,0.0,0.0,60000.0,4840.0
62501,Mobiliario,2016,33300,04,0.0,25000.0,0.0,25000.0,26540.53
62203,Edificios y otras construcciones,2016,33310,04,18000.0,0.0,0.0,18000.0,0.0
62205,Edificios y otras construcciones,2016,33310,04,1500.0,0.0,0.0,1500.0,0.0
62206,Edificios y otras construcciones,2016,33310,04,6700.0,0.0,0.0,6700.0,9046.61
62301,Maquinaria,2016,33320,04,12100.0,0.0,0.0,12100.0,0.0
62301,Maquinaria,2016,33520,04,195000.0,0.0,0.0,195000.0,150612.62
62201,Edificios y otras construcciones,2016,33720,04,150000.0,0.0,0.0,150000.0,0.0
60101,Infraestructura y urbanización,2016,34200,04,20000.0,0.0,0.0,20000.0,19800.0
62201,Edificios y otras construcciones,2016,34200,04,30000.0,0.0,0.0,30000.0,0.0
62202,Edificios y otras construcciones,2016,34200,04,0.0,0.0,0.0,0.0,0.0
62203,Edificios y otras construcciones,2016,34200,04,0.0,50000.0,0.0,50000.0,56706.05
62204,Edificios y otras construcciones,2016,34200,04,0.0,78569.0,0.0,78569.0,0.0
62205,Edificios y otras construcciones,2016,34200,04,0.0,54050.0,0.0,54050.0,0.0
62206,Edificios y otras construcciones,2016,34200,04,16000.0,0.0,0.0,16000.0,0.0
62207,Edificios y otras construcciones,2016,34200,04,50000.0,0.0,0.0,50000.0,103771.5
62208,Edificios y otras construcciones,2016,34200,04,60000.0,0.0,0.0,60000.0,58788.06
62201,Edificios y otras construcciones,2016,92000,04,0.0,84995.0,0.0,84995.0,79019.03
64203,Planeamiento,2016,15310,05,40000.0,0.0,0.0,40000.0,2749.6
22702,Seguridad,2016,16220,05,1320000.0,122000.0,0.0,1442000.0,1416888.75
42101,Mancomunidades y consorcios,2016,16220,05,480000.0,41000.0,0.0,521000.0,520897.73
22798,Otros trabajos exteriores,2016,16230,05,150000.0,20000.0,0.0,170000.0,138872.21
22607,Otros gastos diversos,2016,17000,05,35000.0,0.0,0.0,35000.0,34599.44
22701,Limpieza,2016,17000,05,20000.0,0.0,0.0,20000.0,5112.25
22703,Valoraciones y peritajes,2016,17000,05,25000.0,0.0,0.0,25000.0,10443.0
23001,"Dietas, locomoción y traslado del personal",2016,17000,05,1000.0,0.0,0.0,1000.0,951.56
48101,Subvenciones a entidades y asociaciones,2016,17000,05,10000.0,0.0,0.0,10000.0,0.0
64208,Planeamiento,2016,17000,05,500000.0,0.0,0.0,500000.0,182171.92
64209,Planeamiento,2016,17000,05,25000.0,0.0,0.0,25000.0,29487.7
64202,Planeamiento,2016,17100,05,5000.0,0.0,0.0,5000.0,9838.94
64205,Planeamiento,2016,17100,05,15000.0,0.0,0.0,15000.0,2916.63
62301,Maquinaria,2016,17200,05,0.0,40000.0,0.0,40000.0,39181.25
64201,Planeamiento,2016,17210,05,30000.0,0.0,0.0,30000.0,54695.5
64204,Planeamiento,2016,17210,05,150000.0,0.0,0.0,150000.0,90827.41
64303,"Investigaciones, estudios y proyectos",2016,17210,05,43000.0,0.0,0.0,43000.0,41006.9
73102,Organismos autónomos,2016,17210,05,15000.0,0.0,0.0,15000.0,15000.0
64304,"Investigaciones, estudios y proyectos",2016,31100,05,50000.0,0.0,0.0,50000.0,0.0
62203,Edificios y otras construcciones,2016,34200,05,5000.0,0.0,0.0,5000.0,4990.35
42101,Mancomunidades y consorcios,2016,41400,05,18000.0,0.0,0.0,18000.0,17246.38
42202,Otras entidades públicas,2016,41400,05,6000.0,0.0,0.0,6000.0,6000.0
73101,Organismos autónomos,2016,41400,05,29000.0,0.0,0.0,29000.0,29000.0
22601,Cánones,2016,43110,05,25000.0,0.0,0.0,25000.0,24915.41
22104,Combustibles y carburantes,2016,32000,06,14000.0,0.0,0.0,14000.0,0.0
22106,Productos alimenticios,2016,32000,06,18000.0,0.0,0.0,18000.0,13511.7
22606,Actividades socio-culturales,2016,32000,06,9000.0,0.0,0.0,9000.0,7579.93
22608,Otros gastos diversos,2016,32000,06,5000.0,0.0,0.0,5000.0,4005.98
22698,Otros gastos diversos,2016,32000,06,8000.0,0.0,0.0,8000.0,8000.0
22798,Otros trabajos exteriores,2016,32000,06,3000.0,0.0,0.0,3000.0,3069.0
22799,Otros trabajos exteriores,2016,32000,06,50000.0,0.0,0.0,50000.0,31578.11
23001,"Dietas, locomoción y traslado del personal",2016,32000,06,200.0,0.0,0.0,200.0,0.0
42102,Mancomunidades y consorcios,2016,32000,06,22500.0,0.0,0.0,22500.0,18000.0
42201,Otras entidades públicas,2016,32000,06,30000.0,0.0,0.0,30000.0,15000.0
42202,Otras entidades públicas,2016,32000,06,3000.0,0.0,0.0,3000.0,2400.0
42203,Otras entidades públicas,2016,32000,06,12000.0,0.0,0.0,12000.0,7200.0
42204,Otras entidades publicas,2016,32000,06,3000.0,0.0,0.0,3000.0,2400.0
62901,Otras inversiones,2016,32000,06,5000.0,0.0,0.0,5000.0,23.55
