Partida,Código ,Descripción,Ppto. Inicial,Ppto. Definitivo,Retenciones,Autorizado,Disponible,Dispuesto,Obligación,ME,Pago,Año,Funcional,Dirección,Capítulo,Sección,Orgánica
1 05.211.01.920.02 2020,6666.0,MANTENU OROKORRA.UDAL ERAIKINAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,92002,,2,,05
1 05.211.01.929.10 2021,4610.0,Mantenimiento Juzgado,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,92910,,2,,05
1 05.212.01.133.00 2021,4611.0,Mantenimiento semaforos,3000.0,3000.0,0.0,150.74,2849.26,150.74,150.74,150.74,0.0,2021,13300,,2,,05
1 05.212.01.153.40 2021,4613.0,Maquinaria,4000.0,4000.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,2021,15340,,2,,05
1 05.212.01.241.00 2021,5633.0,maquinaria edificio,1000.0,1000.0,0.0,210.54,789.46,210.54,210.54,210.54,210.54,2021,24100,,2,,05
1 05.212.01.323.10 2021,4614.0,Mantenimiento centros escolares,22000.0,22000.0,0.0,1443.55,20556.45,1443.55,1443.55,1443.55,1142.86,2021,32310,,2,,05
1 05.212.01.323.30 2021,4615.0,Mantenimiento Haur eskola,4000.0,4000.0,0.0,1320.67,2679.33,1320.67,199.0,199.0,199.0,2021,32330,,2,,05
1 05.212.01.323.30 2020,6668.0,MANT.MAKIN:HAUR-ESKOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,32330,,2,,05
1 05.212.01.326.01 2021,4616.0,Mantenimiento Musika Eskola,2000.0,2000.0,0.0,179.79,1820.21,179.79,179.79,179.79,179.79,2021,32601,,2,,05
1 05.212.01.326.03 2021,4617.0,Mantenimiento Epa,1500.0,1500.0,0.0,193.33,1306.67,193.33,193.33,193.33,193.33,2021,32603,,2,,05
1 05.212.01.333.00 2021,4618.0,Mantenimiento Kultur Etxea,8000.0,8000.0,0.0,3573.58,4426.42,3573.58,1119.5,1119.5,189.74,2021,33300,,2,,05
1 05.212.01.333.00 2020,6669.0,MANT.MAKIN:KULTUR ETXEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,33300,,2,,05
1 05.212.01.335.10 2021,5195.0,Mantenimiento Euskaltegia,1500.0,1500.0,0.0,176.42,1323.58,176.42,176.42,176.42,176.42,2021,33510,,2,,05
1 05.212.01.920.02 2021,4621.0,Mantenimiento Edificios,40000.0,40000.0,0.0,17733.24,22266.76,17733.24,1007.87,1007.87,898.97,2021,92002,,2,,05
1 05.212.01.920.02 2020,6670.0,MANT.MAKIN:UDAL ERAIKINAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,92002,,2,,05
1 05.212.01.929.10 2021,4622.0,Mantenimiento Juzgado,1500.0,1500.0,0.0,213.26,1286.74,213.26,213.26,213.26,0.0,2021,92910,,2,,05
1 05.213.01.153.40 2021,4623.0,Mant vehiculo,15000.0,15000.0,0.0,268.61,14731.39,268.61,268.61,268.61,0.0,2021,15340,,2,,05
1 05.213.01.161.00 2021,4624.0,vehiculos,3500.0,3500.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,2021,16100,,2,,05
1 05.213.01.165.00 2021,4625.0,vehiculos,1500.0,1500.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,2021,16500,,2,,05
1 05.213.01.323.10 2021,4626.0,Mantenimiento centros escolares,1500.0,1500.0,0.0,454.38,1045.62,454.38,454.38,454.38,0.0,2021,32310,,2,,05
1 05.221.01.132.00 2021,5634.0,electricidad Udaltzaingoa,4300.0,4300.0,0.0,0.0,4300.0,0.0,0.0,0.0,0.0,2021,13200,,2,,05
1 05.221.01.161.00 2021,4631.0,Energia electrica,24100.0,24100.0,0.0,0.0,24100.0,0.0,0.0,0.0,0.0,2021,16100,,2,,05
1 05.221.01.164.00 2021,5659.0,Electricidad. Cementerio,900.0,900.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,2021,16400,,2,,05
1 05.221.01.165.00 2021,4632.0,Gasto electricidad,239800.0,239800.0,0.0,621.25,239178.75,621.25,0.0,0.0,0.0,2021,16500,,2,,05
1 05.221.01.241.00 2021,5635.0,electricidad Gabriel Zelaia,2800.0,2800.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,2021,24100,,2,,05
1 05.221.01.323.10 2021,5197.0,Electricidad,47300.0,47300.0,0.0,0.0,47300.0,0.0,0.0,0.0,0.0,2021,32310,,2,,05
1 05.221.01.323.30 2021,5198.0,Electricidad,7900.0,7900.0,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,2021,32330,,2,,05
1 05.221.01.324.10 2021,5199.0,Electricidad,5500.0,5500.0,0.0,0.0,5500.0,0.0,0.0,0.0,0.0,2021,32410,,2,,05
1 05.221.01.326.01 2021,5200.0,Electricidad,2500.0,2500.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,2021,32601,,2,,05
1 05.221.01.326.03 2021,5201.0,Electricidad,2400.0,2400.0,0.0,0.0,2400.0,0.0,0.0,0.0,0.0,2021,32603,,2,,05
1 05.221.01.333.00 2021,5202.0,Electricidad,14000.0,14000.0,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,2021,33300,,2,,05
1 05.221.01.335.10 2021,5203.0,Electricidad,2700.0,2700.0,0.0,0.0,2700.0,0.0,0.0,0.0,0.0,2021,33510,,2,,05
1 05.221.01.342.00 2021,5204.0,Electricidad,92900.0,92900.0,0.0,0.0,92900.0,0.0,0.0,0.0,0.0,2021,34200,,2,,05
1 05.221.01.342.01 2021,5205.0,Electricidad,23300.0,23300.0,0.0,0.0,23300.0,0.0,0.0,0.0,0.0,2021,34201,,2,,05
1 05.221.01.342.09 2021,5661.0,Electr.Otras instalaciones deportivas,1400.0,1400.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,2021,34209,,2,,05
1 05.221.01.920.02 2021,4633.0,Electricidad,67700.0,67700.0,0.0,252.88,67447.12,252.88,252.88,252.88,252.88,2021,92002,,2,,05
1 05.221.01.929.10 2021,5206.0,Electricidad,4300.0,4300.0,0.0,0.0,4300.0,0.0,0.0,0.0,0.0,2021,92910,,2,,05
1 05.221.02.160.00 2021,4634.0,Saneamiento Añarbe,623000.0,623000.0,0.0,0.0,623000.0,0.0,0.0,0.0,0.0,2021,16000,,2,,05
1 05.221.02.161.00 2021,4635.0,Abastecimiento-Añarbe,480000.0,480000.0,0.0,0.0,480000.0,0.0,0.0,0.0,0.0,2021,16100,,2,,05
1 05.221.03.241.00 2021,5636.0,Gas. Gabriel Zelaia,5400.0,5400.0,0.0,0.0,5400.0,0.0,0.0,0.0,0.0,2021,24100,,2,,05
1 05.221.03.323.10 2021,5208.0,Gas,45400.0,45400.0,0.0,5543.06,39856.94,5543.06,5543.06,5543.06,0.0,2021,32310,,2,,05
1 05.221.03.323.30 2021,5209.0,Gas,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,2021,32330,,2,,05
1 05.221.03.324.10 2021,5210.0,Gas,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,32410,,2,,05
1 05.221.03.326.01 2021,5211.0,Gas,1300.0,1300.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,2021,32601,,2,,05
1 05.221.03.326.03 2021,5212.0,Gas,4100.0,4100.0,0.0,534.44,3565.56,534.44,534.44,534.44,0.0,2021,32603,,2,,05
1 05.221.03.333.00 2021,5213.0,Gas,9600.0,9600.0,0.0,1815.02,7784.98,1815.02,1815.02,1815.02,0.0,2021,33300,,2,,05
1 05.221.03.335.10 2021,5214.0,Gas,1700.0,1700.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,2021,33510,,2,,05
1 05.221.03.342.00 2021,5215.0,Gas,3000.0,3000.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,2021,34200,,2,,05
1 05.221.03.342.09 2021,5660.0,GASA. BESTE KIROL ERAIKUNTZAK,1300.0,1300.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,2021,34209,,2,,05
1 05.221.03.920.02 2021,4636.0,Gas,36600.0,36600.0,0.0,1837.23,34762.77,1837.23,1837.23,1837.23,0.0,2021,92002,,2,,05
1 05.221.04.153.40 2021,4637.0,Combustible,9000.0,9000.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,2021,15340,,2,,05
1 05.221.04.161.00 2021,4638.0,Combustible,2000.0,2000.0,0.0,111.53,1888.47,111.53,111.53,111.53,0.0,2021,16100,,2,,05
1 05.221.04.165.00 2021,4639.0,combustible,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,2021,16500,,2,,05
1 05.221.04.323.10 2021,4640.0,Gas,900.0,900.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,2021,32310,,2,,05
1 05.221.04.342.00 2021,5218.0,Gas,24000.0,24000.0,0.0,10000.0,14000.0,10000.0,2562.78,2562.78,0.0,2021,34200,,2,,05
1 05.221.09.323.10 2021,5220.0,Productos,5500.0,5500.0,0.0,645.92,4854.08,645.92,645.92,645.92,0.0,2021,32310,,2,,05
1 05.221.09.323.30 2021,5221.0,Productos,500.0,500.0,0.0,115.19,384.81,115.19,115.19,115.19,0.0,2021,32330,,2,,05
1 05.221.09.324.10 2021,5222.0,Productos,500.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,2021,32410,,2,,05
1 05.221.09.326.01 2021,5223.0,Productos,500.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,2021,32601,,2,,05
1 05.221.09.326.03 2021,5224.0,Productos,250.0,250.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,2021,32603,,2,,05
1 05.221.09.333.00 2021,5225.0,Productos,1250.0,1250.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,2021,33300,,2,,05
1 05.221.09.335.10 2021,5226.0,Productos,500.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,2021,33510,,2,,05
1 05.221.09.342.00 2021,5227.0,Productos,3000.0,3000.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,2021,34200,,2,,05
1 05.221.09.342.01 2021,5228.0,Productos,500.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,2021,34201,,2,,05
1 05.221.09.920.02 2021,4643.0,Productos,3500.0,3500.0,0.0,556.91,2943.09,556.91,556.91,556.91,0.0,2021,92002,,2,,05
1 05.221.11.153.40 2021,4645.0,Herramientas,2000.0,2000.0,0.0,158.09,1841.91,158.09,158.09,158.09,0.0,2021,15340,,2,,05
1 05.221.11.161.00 2021,4646.0,Herramientas,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,16100,,2,,05
1 05.221.11.165.00 2021,4648.0,Herramientas,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,16500,,2,,05
1 05.221.99.161.00 2021,4649.0,Otros gastos,500.0,500.0,0.0,41.25,458.75,41.25,41.25,41.25,0.0,2021,16100,,2,,05
1 05.226.01.153.40 2021,4650.0,Canon ocupacion,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,15340,,2,,05
1 05.226.01.160.00 2021,4651.0,Saneamiento Canon,31000.0,31000.0,0.0,0.0,31000.0,0.0,0.0,0.0,0.0,2021,16000,,2,,05
1 05.226.99.133.00 2021,6149.0,Daños-Acceso Casco HIstórico,1000.0,1000.0,0.0,992.59,7.41,992.59,992.59,992.59,0.0,2021,13300,,2,,05
1 05.226.99.153.40 2021,4654.0,Otros gastos,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,2021,15340,,2,,05
1 05.226.99.161.00 2021,4655.0,Canon ocupacion,8000.0,8000.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,2021,16100,,2,,05
1 05.226.99.241.00 2021,4657.0,Otros gastos,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,24100,,2,,05
1 05.226.99.929.10 2021,4659.0,Otros gastos,400.0,400.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,2021,92910,,2,,05
1 05.227.01.132.00 2021,5638.0,Limpieza.,21000.0,21000.0,0.0,1038.16,19961.84,1038.16,1038.16,1038.16,0.0,2021,13200,,2,,05
1 05.227.01.163.00 2021,4660.0,Limpieza viaria,1255900.0,1255900.0,0.0,89469.59,1166430.41,89469.59,89469.59,89469.59,0.0,2021,16300,,2,,05
1 05.227.01.241.00 2021,5639.0,Limpieza.,9000.0,9000.0,0.0,695.57,8304.43,695.57,695.57,695.57,0.0,2021,24100,,2,,05
1 05.227.01.323.10 2021,5230.0,Limpieza,597000.0,597000.0,0.0,44041.6,552958.4,44041.6,44041.6,44041.6,0.0,2021,32310,,2,,05
1 05.227.01.323.30 2021,5231.0,Limpieza,105000.0,105000.0,0.0,8115.67,96884.33,8115.67,8115.67,8115.67,0.0,2021,32330,,2,,05
1 05.227.01.324.10 2021,5232.0,Limpieza,11000.0,11000.0,0.0,850.18,10149.82,850.18,850.18,850.18,0.0,2021,32410,,2,,05
1 05.227.01.326.01 2021,5233.0,Limpieza,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,32601,,2,,05
1 05.227.01.326.03 2021,5234.0,Limpieza,17000.0,17000.0,0.0,1288.53,15711.47,1288.53,1288.53,1288.53,0.0,2021,32603,,2,,05
1 05.227.01.333.00 2021,5235.0,Limpieza,173000.0,173000.0,0.0,12506.15,160493.85,12506.15,12506.15,12506.15,0.0,2021,33300,,2,,05
1 05.227.01.335.10 2021,5236.0,Limpieza,12000.0,12000.0,0.0,943.5,11056.5,943.5,943.5,943.5,0.0,2021,33510,,2,,05
1 05.227.01.342.00 2021,5237.0,Limpieza,297000.0,297000.0,0.0,31044.15,265955.85,31044.15,20998.72,20998.72,0.0,2021,34200,,2,,05
1 05.227.01.342.00 2020,6689.0,GARBIKETA.KIROLDEGIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,34200,,2,,05
1 05.227.01.342.01 2021,5238.0,Limpieza,25000.0,25000.0,0.0,1919.4,23080.6,1919.4,1919.4,1919.4,0.0,2021,34201,,2,,05
1 05.227.01.920.02 2021,4661.0,Limpieza,180000.0,180000.0,0.0,11408.36,168591.64,11408.36,11408.36,11408.36,0.0,2021,92002,,2,,05
1 05.227.08.441.10 2021,6151.0,Contrato. Hiribusa,45000.0,45000.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,2021,44110,,2,,05
1 05.227.97.134.00 2021,4662.0,vehiculos,10500.0,10500.0,0.0,2504.37,7995.63,2504.37,2504.37,2504.37,2504.37,2021,13400,,2,,05
1 05.227.98.133.00 2021,4663.0,Entrada casco,20000.0,20000.0,0.0,2172.34,17827.66,2172.34,2172.34,2172.34,350.9,2021,13300,,2,,05
1 05.227.98.153.40 2021,4664.0,Cartografia,16000.0,16000.0,0.0,23056.55,-7056.55,23056.55,0.0,0.0,0.0,2021,15340,,2,,05
1 05.227.98.153.40 2020,6698.0,KONTRAT.KARTOGRAFIA-GIS ZERBITZUA.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,15340,,2,,05
1 05.227.98.311.01 2021,4890.0,Servicio WC,8000.0,8000.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,2021,31101,,2,,05
1 05.227.99.133.00 2021,4666.0,Contrato semaforos,10200.0,10200.0,0.0,772.46,9427.54,772.46,772.46,772.46,0.0,2021,13300,,2,,05
1 05.227.99.171.00 2021,4667.0,Servicio parque y jardines,477000.0,477000.0,0.0,397537.53,79462.47,397537.53,0.0,0.0,0.0,2021,17100,,2,,05
1 05.227.99.311.00 2021,4668.0,Desratizacion,7000.0,7000.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,2021,31100,,2,,05
1 05.227.99.311.01 2021,4669.0,Limpieza WC,30300.0,30300.0,0.0,0.0,30300.0,0.0,0.0,0.0,0.0,2021,31101,,2,,05
1 05.422.01.441.10 2021,4672.0,Aportacion. Autoridad Transporte.Cuota,5000.0,5000.0,0.0,899.75,4100.25,899.75,899.75,899.75,899.75,2021,44110,,4,,05
1 05.422.01.441.10 2019,6291.0,GIPUZKOAKO GARRAIO AGENTZIA. KUOTA,0.0,0.0,0.0,12480.0,-12480.0,12480.0,0.0,0.0,0.0,2019,44110,,4,,05
1 05.471.01.441.10 2021,4674.0,Concesion servicio Hiribusa,58500.0,58500.0,0.0,0.0,58500.0,0.0,0.0,0.0,0.0,2021,44110,,4,,05
1 05.601.01.134.00 2020,6636.0,Obras accesibilidad,0.0,0.0,0.0,37303.45,-37303.45,37303.45,0.0,0.0,0.0,2020,13400,,6,,05
1 05.601.01.153.20 2020,6637.0,Plan asfaltado,0.0,0.0,0.0,100000.0,-100000.0,0.0,0.0,0.0,0.0,2020,15320,,6,,05
1 05.601.01.153.70 2021,4891.0,Inversiones caminos rurales,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,2021,15370,,6,,05
1 05.601.01.153.70 2020,6725.0,Inversiones caminos rurales,0.0,0.0,0.0,72807.64,-72807.64,0.0,0.0,0.0,0.0,2020,15370,,6,,05
1 05.601.02.153.30 2018,6293.0,URBANIZAZIOA.MAÑE-FLAQUER PLAZA,0.0,0.0,0.0,99425.25,-99425.25,0.0,0.0,0.0,0.0,2018,15330,,6,,05
1 05.609.03.153.30 2021,5242.0,Mobiliario urbano,15000.0,15000.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,2021,15330,,6,,05
1 05.609.05.153.30 2020,6640.0,Marquesina-Atsegindegi,0.0,0.0,0.0,30000.0,-30000.0,0.0,0.0,0.0,0.0,2020,15330,,6,,05
1 05.622.01.323.10 2020,6641.0,Inverciones centros escolares,0.0,0.0,0.0,11452.96,-11452.96,11452.96,0.0,0.0,0.0,2020,32310,,6,,05
1 05.622.01.323.10 2019,6296.0,IKASTETXEAK-INBERTSIOAK,0.0,0.0,0.0,9191.16,-9191.16,9191.16,0.0,0.0,0.0,2019,32310,,6,,05
1 05.622.01.920.02 2021,6155.0,Edificios municipales,25000.0,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,2021,92002,,6,,05
1 05.622.01.920.02 2020,6726.0,Cubierta edificio,0.0,0.0,0.0,30000.0,-30000.0,0.0,0.0,0.0,0.0,2020,92002,,6,,05
1 05.622.01.920.02 2018,6297.0,INBERTSIOAK-UDAL ARETO NAGUSIA,0.0,0.0,0.0,184154.11,-184154.11,0.0,0.0,0.0,0.0,2018,92002,,6,,05
1 05.622.02.323.10 2020,6639.0,Elizatxo. Aula Psikomotricidad,0.0,0.0,0.0,70000.0,-70000.0,0.0,0.0,0.0,0.0,2020,32310,,6,,05
1 05.623.01.160.00 2021,5245.0,Saneamiento inversiones,25000.0,25000.0,0.0,10797.4,14202.6,10797.4,0.0,0.0,0.0,2021,16000,,6,,05
1 05.623.01.160.00 2020,6727.0,Saneamiento inversiones,0.0,0.0,0.0,59202.6,-59202.6,0.0,0.0,0.0,0.0,2020,16000,,6,,05
1 05.623.02.161.00 2021,4683.0,Inversiones-sistema aguas,25000.0,25000.0,0.0,17043.0,7957.0,17043.0,0.0,0.0,0.0,2021,16100,,6,,05
1 05.623.02.161.00 2020,6728.0,Inversiones-sistema aguas,0.0,0.0,0.0,23215.97,-23215.97,0.0,0.0,0.0,0.0,2020,16100,,6,,05
1 09.227.07.172.20 2019,6304.0,HE-7-KUTSADURA-ZARATA,0.0,0.0,0.0,40000.0,-40000.0,0.0,0.0,0.0,0.0,2019,17220,,2,,09
1 09.227.98.172.20 2020,6642.0,HE-20-Reutilizables,0.0,0.0,0.0,15655.21,-15655.21,0.0,0.0,0.0,0.0,2020,17220,,2,,09
1 09.227.98.231.90 2020,6643.0,HE-3-Curso nuevas tencologias,0.0,0.0,0.0,1089.0,-1089.0,0.0,0.0,0.0,0.0,2020,23190,,2,,09
1 09.227.99.172.20 2020,6644.0,HE-16-Bolsas plástico,0.0,0.0,0.0,10000.0,-10000.0,0.0,0.0,0.0,0.0,2020,17220,,2,,09
1 09.227.99.231.90 2020,6645.0,HE-1-Serv.Asesoramiento,0.0,0.0,0.0,9075.0,-9075.0,0.0,0.0,0.0,0.0,2020,23190,,2,,09
1 09.471.01.241.00 2020,6646.0,HE-15-Subv. Soberania alimentaria,0.0,0.0,0.0,19035.3,-19035.3,7741.18,0.0,0.0,0.0,2020,24100,,4,,09
1 09.601.01.151.10 2019,6329.0,HE-4-BIZIKLETA PISTA,0.0,0.0,0.0,120000.0,-120000.0,0.0,0.0,0.0,0.0,2019,15110,,6,,09
1 09.601.01.342.09 2018,6306.0,HE-6-ATL PISTA INGURUA,0.0,0.0,0.0,17000.0,-17000.0,17000.0,0.0,0.0,0.0,2018,34209,,6,,09
1 09.601.02.151.10 2019,6330.0,HE-5-KARABEL APARKALEKUA,0.0,0.0,0.0,136052.59,-136052.59,36052.59,0.0,0.0,0.0,2019,15110,,6,,09
1 09.601.02.153.30 2019,6331.0,HE-6-OINEZKOEN SEGURTASUNA,0.0,0.0,0.0,115000.0,-115000.0,0.0,0.0,0.0,0.0,2019,15330,,6,,09
1 09.601.03.153.30 2020,6647.0,HE-12-Parking zubipe-landare,0.0,0.0,0.0,33396.0,-33396.0,0.0,0.0,0.0,0.0,2020,15330,,6,,09
1 09.609.01.153.30 2019,6307.0,HE-1-KOMUN PUBLIKO BERRIAK,0.0,0.0,0.0,65000.0,-65000.0,0.0,0.0,0.0,0.0,2019,15330,,6,,09
1 09.609.01.172.20 2020,6648.0,HE-9-Parque Nire Borda,0.0,0.0,0.0,50000.0,-50000.0,6776.0,0.0,0.0,0.0,2020,17220,,6,,09
1 09.609.04.231.03 2020,6649.0,HE-8-Parque cuerdas,0.0,0.0,0.0,104000.0,-104000.0,0.0,0.0,0.0,0.0,2020,23103,,6,,09
1 09.609.05.151.10 2020,6650.0,HE-13-Jaula bicicletas,0.0,0.0,0.0,33440.0,-33440.0,0.0,0.0,0.0,0.0,2020,15110,,6,,09
1 09.609.98.153.30 2017,6309.0,HERABAKI-12-KARABEL PARKEA,0.0,0.0,0.0,19087.54,-19087.54,0.0,0.0,0.0,0.0,2017,15330,,6,,09
1 09.622.01.323.10 2017,6310.0,HERABAKI-32-ZIKUÑAGA IKASTETXEA,0.0,0.0,0.0,10012.75,-10012.75,10012.75,0.0,0.0,0.0,2017,32310,,6,,09
1 09.622.02.920.02 2018,6312.0,HE-8-ARGITERIA AURREZPENA,0.0,0.0,0.0,108503.74,-108503.74,87921.48,0.0,0.0,0.0,2018,92002,,6,,09
1 09.623.01.172.40 2020,6651.0,HE-21-Alumbrado Kaxko,0.0,0.0,0.0,165000.0,-165000.0,0.0,0.0,0.0,0.0,2020,17240,,6,,09
1 09.623.02.162.10 2020,6652.0,HE-19-Garbigune Movil,0.0,0.0,0.0,66000.0,-66000.0,0.0,0.0,0.0,0.0,2020,16210,,6,,09
1 09.623.02.165.00 2019,6313.0,HE-2-KALE ARGITERIA HOBEKUNTZAK,0.0,0.0,0.0,116842.78,-116842.78,0.0,0.0,0.0,0.0,2019,16500,,6,,09
1 09.643.03.151.10 2018,6316.0,HE-7-AZTERLANA-HARROBIA,0.0,0.0,0.0,4386.25,-4386.25,4386.25,0.0,0.0,0.0,2018,15110,,6,,09
1 10.226.02.912.00 2021,6168.0,Gastos protocolo,3000.0,3000.0,0.0,65.0,2935.0,65.0,65.0,65.0,0.0,2021,91200,,2,,10
1 10.226.03.912.00 2021,6169.0,Publicidad,26000.0,26000.0,0.0,19751.56,6248.44,19751.56,0.0,0.0,0.0,2021,91200,,2,,10
1 10.226.03.912.00 2020,6674.0,PUBLIZITATEA-GOB.ORGANOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,91200,,2,,10
1 10.226.99.912.00 2021,6170.0,Otros gastos,2000.0,2000.0,0.0,106.57,1893.43,106.57,106.57,106.57,0.0,2021,91200,,2,,10
1 10.227.07.912.00 2021,6171.0,Otros trabajos exeriores,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,2021,91200,,2,,10
1 10.227.99.912.00 2021,6405.0,Programa Bizikidetza,30000.0,30000.0,0.0,19965.0,10035.0,19965.0,0.0,0.0,0.0,2021,91200,,2,,10
1 10.227.99.912.00 2020,6653.0,Programa Bizikidetza,0.0,0.0,0.0,1881.55,-1881.55,1881.55,0.0,0.0,0.0,2020,91200,,2,,10
1 10.230.01.912.00 2021,6406.0,Dietas,2000.0,2000.0,0.0,107.98,1892.02,107.98,107.98,107.98,107.98,2021,91200,,2,,10
1 10.421.01.922.00 2021,6407.0,Udalbiltza.Cuota,50000.0,50000.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,2021,92200,,4,,10
1 10.422.01.922.00 2021,6408.0,Eudel. Cuota,5000.0,5000.0,0.0,4507.59,492.41,4507.59,4507.59,4507.59,0.0,2021,92200,,4,,10
1 10.422.02.922.00 2021,6174.0,Asociacion Hobeki,6000.0,6000.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,2021,92200,,4,,10
1 10.481.01.912.00 2021,6409.0,Subv. Directas,4000.0,4000.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,2021,91200,,4,,10
1 10.481.02.912.00 2021,6410.0,Grupos politicos,81200.0,81200.0,0.0,80316.0,884.0,80316.0,13386.0,13386.0,13386.0,2021,91200,,4,,10
