Partida,Barruko ,Deskribapena,Has.ko aurrek.,B. betiko aurrek.,Atxikipenak,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa,Urtea,Funtzionala,Dirección,Kapitulua,Sección,Organikoa
1 01.160.04.335.00 2019,4386.0,ELKARKIDETZA E.P.S.V.: EUSKARA ZERBITZUA,4002.0,4002.0,0.0,4316.29,-314.29,4316.29,4316.29,4316.29,4316.29,2019,33500,,1,,01
1 01.160.04.335.10 2019,4387.0,ELKARKIDETZA E.P.S.V.: EUSKALTEGIA,10905.0,10905.0,0.0,8835.53,2069.47,8835.53,8835.53,8835.53,8835.53,2019,33510,,1,,01
1 01.160.04.335.30 2019,4388.0,ELKARKIDETZA E.P.S.V.: EUSKARA PLANA,1418.0,1418.0,0.0,1129.81,288.19,1129.81,1129.81,1129.81,1129.81,2019,33530,,1,,01
1 01.160.04.342.00 2019,4389.0,ELKARKIDETZA E.P.S.V.: KIROLDEGIA,11639.0,11639.0,0.0,9857.47,1781.53,9857.47,9857.47,9857.47,9857.47,2019,34200,,1,,01
1 01.160.04.414.00 2019,4391.0,ELKARKIDETZA E.P.S.V.: INGURU HOBEKUNTZA,973.0,973.0,0.0,774.73,198.27,774.73,774.73,774.73,774.73,2019,41400,,1,,01
1 01.160.04.432.00 2019,4392.0,ELKARKIDETZA E.P.S.V.: TURISMOA,1418.0,1418.0,0.0,1129.81,288.19,1129.81,1129.81,1129.81,1129.81,2019,43200,,1,,01
1 01.160.04.912.00 2019,6064.0,ELKARKIDETZA: GOBERNU ORGANOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,91200,,1,,01
1 01.160.04.920.00 2019,4394.0,ELKARKIDETZA E.P.S.V.: ADMIN. OROKORRA,7366.0,7366.0,0.0,6640.48,725.52,6640.48,6640.48,6640.48,6640.48,2019,92000,,1,,01
1 01.160.04.920.10 2019,4395.0,ELKARKIDETZA E.P.S.V.: PERTSONALA,2328.0,2328.0,0.0,1853.72,474.28,1853.72,1853.72,1853.72,1853.72,2019,92010,,1,,01
1 01.160.04.920.11 2019,4396.0,ELKARKIDETZA E.P.S.V.: SEGUR.ETA OSASUNA,1418.0,1418.0,0.0,1129.81,288.19,1129.81,1129.81,1129.81,1129.81,2019,92011,,1,,01
1 01.160.04.920.20 2019,4397.0,ELKARKIDETZA E.P.S.V.: INFORMATIKA,1418.0,1418.0,0.0,1129.81,288.19,1129.81,1129.81,1129.81,1129.81,2019,92020,,1,,01
1 01.160.04.920.30 2019,4398.0,ELKARKIDETZA E.P.S.V.: ARTXIBOA,1738.0,1738.0,0.0,1383.58,354.42,1383.58,1383.58,1383.58,1383.58,2019,92030,,1,,01
1 01.160.04.929.10 2019,4399.0,ELKARKIDETZA E.P.S.V.: BAKE EPAITEGIA,243.0,243.0,0.0,295.13,-52.13,295.13,295.13,295.13,295.13,2019,92910,,1,,01
1 01.160.04.931.00 2019,4400.0,ELKARKIDETZA E.P.S.V.: ADMIN. EKONOMIKOA,2902.0,2902.0,0.0,3237.3,-335.3,3237.3,3237.3,3237.3,3237.3,2019,93100,,1,,01
1 01.160.04.932.00 2019,4401.0,ELKARKIDETZA E.P.S.V.: BILKETA,4655.0,4655.0,0.0,3707.44,947.56,3707.44,3707.44,3707.44,3707.44,2019,93200,,1,,01
1 01.160.04.933.00 2019,4402.0,ELKARKIDETZA E.P.S.V.:ONDAREA ETA KONTRA,1164.0,1164.0,0.0,2105.28,-941.28,2105.28,2105.28,2105.28,2105.28,2019,93300,,1,,01
1 02.160.06.920.10 2019,5160.0,ASISTENTZIA MEDIKU-FARMAZEUTIKOA,5500.0,5500.0,0.0,5820.0,-320.0,5820.0,5820.0,0.0,0.0,2019,92010,,1,,02
1 02.161.03.920.10 2019,5161.0,ERRETIRO AURRERATUEN KALTE-ORDAINAK,172200.0,172200.0,0.0,152792.99,19407.01,152792.99,152792.99,152792.99,152792.99,2019,92010,,1,,02
1 02.162.01.335.30 2019,4413.0,LANGILEAK EUSKALDUNTZEKO POLTSA,5000.0,5000.0,0.0,7091.41,-2091.41,7091.41,7091.41,7091.41,7091.41,2019,33530,,1,,02
1 02.162.01.920.10 2019,4414.0,LANGILEEN PRESTAKUNTZAKO GASTUAK,10000.0,10000.0,0.0,4458.0,5542.0,4458.0,3492.0,3492.0,3457.0,2019,92010,,1,,02
1 02.162.01.920.10 2018,5917.0,LANGILEEN PRESTAKUNTZAKO GASTUAK,0.0,180.0,0.0,180.0,0.0,180.0,180.0,180.0,180.0,2018,92010,,1,,02
1 02.162.05.920.10 2019,4416.0,BIZITZA ETA ISTRIPU ASEGURUA.PERTSONALA,40000.0,40000.0,0.0,35324.28,4675.72,35324.28,35324.28,35324.28,35324.28,2019,92010,,1,,02
1 02.210.01.414.00 2019,4598.0,INGURUNEAREN HOBEKUNTZA.MANTENUA,30000.0,30000.0,0.0,33348.16,-3348.16,33348.16,30323.16,30323.16,30323.16,2019,41400,,2,,02
1 02.210.01.414.00 2018,6009.0,INGURUNEAREN HOBEKUNTZA.MANTENUA,0.0,14231.8,0.0,13593.8,638.0,13593.8,13593.8,13593.8,13593.8,2018,41400,,2,,02
1 02.211.01.333.00 2019,4607.0,MANTEN ERAIKINA:KULTUR ETXEA,9000.0,9000.0,0.0,5813.81,3186.19,5813.81,5813.81,5612.2,5612.2,2019,33300,,2,,02
1 02.211.01.342.00 2019,4417.0,MANTENU OROKORRA.KIROLDEGIA,74000.0,74000.0,0.0,35536.69,38463.31,35536.69,31096.05,30789.91,30789.91,2019,34200,,2,,02
1 02.211.01.342.00 2018,5918.0,MANTENU OROKORRA.KIROLDEGIA,0.0,12885.65,0.0,10689.6,2196.05,10689.6,5858.55,5858.55,5858.55,2018,34200,,2,,02
1 02.211.01.342.01 2019,4418.0,MANTENU OROKORRA.KANPO IGERILEKUAK,10000.0,10000.0,0.0,13848.94,-3848.94,13848.94,10293.2,10110.28,10110.28,2019,34201,,2,,02
1 02.211.01.342.02 2019,4419.0,MANTENU OROKORRA.ZUBIPE ZELAIA,6000.0,6000.0,0.0,11349.02,-5349.02,11349.02,11252.22,11252.22,11252.22,2019,34202,,2,,02
1 02.211.01.342.02 2018,5919.0,MANTENU OROKORRA.ZUBIPE ZELAIA,0.0,11182.19,0.0,5994.93,5187.26,5994.93,5994.93,5994.93,5994.93,2018,34202,,2,,02
1 02.211.01.342.03 2019,4420.0,MANTENU OROKORRA.LANDARE ZELAIA,6000.0,6000.0,0.0,26436.24,-20436.24,26436.24,25952.24,25832.85,25832.85,2019,34203,,2,,02
1 02.211.01.342.09 2019,4421.0,MANTENU OROKORRA.BESTE.KIROL INSTALAKUNT,3000.0,3000.0,0.0,2723.14,276.86,2723.14,2475.08,2263.87,2263.87,2019,34209,,2,,02
1 02.211.02.342.00 2019,5612.0,KIROLDEGIA-IGOGAILUEN MANTENUA,14000.0,14000.0,0.0,14707.26,-707.26,14707.26,14707.26,14707.26,14707.26,2019,34200,,2,,02
1 02.212.01.342.00 2019,4422.0,GIMNASIOKO MAKINA.KONPONKETA,18000.0,18000.0,0.0,17007.6,992.4,17007.6,15712.21,15712.21,15712.21,2019,34200,,2,,02
1 02.212.01.414.00 2019,4619.0,MANT.MAKIN:INGURUN.HOBEKUNTZA,3000.0,3000.0,0.0,157.67,2842.33,157.67,157.67,157.67,157.67,2019,41400,,2,,02
1 02.213.01.132.00 2019,4423.0,MANTENUA IBILGAILUA.UDALTZAINGOA,12000.0,12000.0,0.0,4896.21,7103.79,4896.21,4896.21,4071.38,4071.38,2019,13200,,2,,02
1 02.213.01.414.00 2019,4627.0,MANT.IBILG:INGURUN.HOBEKUNTZA,3500.0,3500.0,0.0,2720.06,779.94,2720.06,2720.06,2720.06,2720.06,2019,41400,,2,,02
1 02.213.01.920.00 2019,4628.0,MANT.IBILG:ADMIN.OROKORRA,1000.0,1000.0,0.0,226.13,773.87,226.13,226.13,226.13,226.13,2019,92000,,2,,02
1 02.214.01.920.00 2019,4629.0,MANT.BULEGO EKIPOA,48000.0,48000.0,0.0,43035.86,4964.14,43035.86,43035.86,40556.24,40556.24,2019,92000,,2,,02
1 02.215.01.920.20 2019,4424.0,MANTENUA.EKIPO INFORMATIKOA,47000.0,47000.0,0.0,48461.87,-1461.87,48461.87,47261.87,46834.97,46834.97,2019,92020,,2,,02
1 02.220.01.920.00 2019,5883.0,BULEGO-MATER.:ADMIN.OROKORRA,30000.0,30000.0,0.0,12654.64,17345.36,12654.64,12654.64,12050.71,12050.71,2019,92000,,2,,02
1 02.221.04.132.00 2019,4427.0,ERREGAIA: UDALTZAINGOA,9000.0,9000.0,0.0,6431.43,2568.57,6431.43,6431.43,5932.67,5932.67,2019,13200,,2,,02
1 02.221.04.414.00 2019,4641.0,ERREGAIA:INGURUN.HOBEKUNTZA,1250.0,1250.0,0.0,810.88,439.12,810.88,810.88,810.88,810.88,2019,41400,,2,,02
1 02.221.04.920.00 2019,4642.0,ERREGAIA:ADMINIST.OROKORRA,500.0,500.0,0.0,427.92,72.08,427.92,427.92,383.21,383.21,2019,92000,,2,,02
1 02.221.05.132.00 2019,5614.0,JANTZIAK-UDALTZAINGOA,10000.0,10000.0,0.0,3296.7,6703.3,3296.7,3296.7,3156.26,3156.26,2019,13200,,2,,02
1 02.221.05.132.00 2018,5920.0,JANTZIAK-UDALTZAINGOA,0.0,1323.74,0.0,1323.74,0.0,1323.74,1323.74,1323.74,1323.74,2018,13200,,2,,02
1 02.221.05.920.10 2019,4428.0,LANGILEENTZAKO ARROPAK,5000.0,5000.0,0.0,5722.8,-722.8,5722.8,882.28,882.28,882.28,2019,92010,,2,,02
1 02.221.05.920.10 2018,5921.0,LANGILEENTZAKO ARROPAK,0.0,777.01,0.0,777.01,0.0,777.01,777.01,777.01,777.01,2018,92010,,2,,02
1 02.221.06.323.30 2019,4429.0,ELIKAGAIAK:HAUR-ESKOLA,40000.0,40000.0,0.0,28894.35,11105.65,28894.35,28894.35,26383.57,26383.57,2019,32330,,2,,02
1 02.221.08.342.00 2019,4430.0,FARMAZI EKOIZKINAK: KIROLDEGIA,500.0,500.0,0.0,238.25,261.75,238.25,238.25,238.25,238.25,2019,34200,,2,,02
1 02.221.11.136.00 2019,4644.0,TRESNAK.ERREMINTAK.SUHILTZAILEAK,900.0,900.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,2019,13600,,2,,02
1 02.221.13.342.00 2019,4431.0,IGERILEKUA.PRODUKT.BEREZIAK,6000.0,6000.0,0.0,8115.53,-2115.53,8115.53,3913.3,3081.42,3081.42,2019,34200,,2,,02
1 02.221.13.342.01 2019,4432.0,PRODUKT.BEREZ:IGERILEKUAK,7000.0,7000.0,0.0,4027.79,2972.21,4027.79,4027.79,4027.79,4027.79,2019,34201,,2,,02
1 02.221.14.342.00 2019,4433.0,IKASTAROETAKO TXARTELAK,5000.0,5000.0,0.0,782.14,4217.86,782.14,782.14,782.14,782.14,2019,34200,,2,,02
1 02.221.14.342.00 2018,5922.0,KIROL MATERIALA,0.0,4230.66,0.0,4230.66,0.0,4230.66,4230.66,4230.66,4230.66,2018,34200,,2,,02
1 02.221.98.334.10 2019,4435.0,AUZO.HAUR TAIEL.MATERIALA,1500.0,1500.0,0.0,310.53,1189.47,310.53,310.53,310.53,310.53,2019,33410,,2,,02
1 02.221.99.231.03 2019,4436.0,MATERIALA:GAZTERIA,8000.0,8000.0,0.0,4963.15,3036.85,4963.15,4963.15,4963.15,4963.15,2019,23103,,2,,02
1 02.221.99.334.10 2019,4437.0,KULTURAKO TAILERRAKO MATERIALAK,2000.0,2000.0,0.0,1695.52,304.48,1695.52,1695.52,979.74,979.74,2019,33410,,2,,02
1 02.222.01.920.00 2019,4438.0,KOMUNIKAZIO TELEFONIKOAK,50000.0,50000.0,0.0,29095.19,20904.81,29095.19,29095.19,29095.19,29077.79,2019,92000,,2,,02
1 02.222.02.920.00 2019,4439.0,KOMUNIKAZIO POSTA BIDEZKOAK,60000.0,60000.0,0.0,54965.92,5034.08,54965.92,51660.4,48437.36,48437.36,2019,92000,,2,,02
1 02.222.05.920.20 2019,4440.0,KOMUNIKAZIO INFORMATIKOAK,151000.0,151000.0,0.0,123911.08,27088.92,123911.08,123911.08,123911.08,123911.08,2019,92020,,2,,02
1 02.224.01.933.00 2019,4441.0,ERAIKINEN ASEGURUA,50000.0,50000.0,0.0,43115.23,6884.77,43115.23,43115.23,43115.23,43115.23,2019,93300,,2,,02
1 02.224.02.933.00 2019,4442.0,IBILGAILUEN ASEGURUA,10000.0,10000.0,0.0,7239.21,2760.79,7239.21,7239.21,7239.21,7239.21,2019,93300,,2,,02
1 02.224.99.933.00 2019,4443.0,ERANTZUKIZUN ZIBILEKO ASEGURUA,40000.0,40000.0,0.0,41917.46,-1917.46,41917.46,41917.46,41917.46,41917.46,2019,93300,,2,,02
1 02.226.03.323.00 2019,4445.0,PUBLIZITATEA:IKASTETXEAK,2700.0,2700.0,0.0,1816.21,883.79,1816.21,1816.21,1816.21,1816.21,2019,32300,,2,,02
1 02.226.03.326.01 2019,4446.0,PUBLIZITATEA:MUSIKA ESKOLA,800.0,800.0,0.0,766.45,33.55,766.45,766.45,766.45,766.45,2019,32601,,2,,02
1 02.226.03.334.00 2019,4447.0,PUBLIZITATEA: KULTURA ZERBITZUA,20000.0,20000.0,0.0,22115.93,-2115.93,22115.93,20125.48,19873.5,19873.5,2019,33400,,2,,02
1 02.226.03.335.10 2019,4448.0,PUBLIZITATEA:EUSKALTEGIA,4500.0,4500.0,0.0,3382.99,1117.01,3382.99,3382.99,3382.99,3382.99,2019,33510,,2,,02
1 02.226.03.342.00 2019,5884.0,PUBLIZITATEA-KIROLDEGIA,2000.0,2000.0,0.0,1736.35,263.65,1736.35,1736.35,1736.35,1736.35,2019,34200,,2,,02
1 02.226.03.920.00 2019,5174.0,KOMUNIKAZIOA-UDALA,28000.0,28000.0,0.0,8794.89,19205.11,8794.89,4085.57,4085.57,4085.57,2019,92000,,2,,02
1 02.226.03.920.30 2019,4450.0,ARGITALPENAK:ARTXIBOA,6000.0,6000.0,0.0,2998.0,3002.0,2998.0,2998.0,2998.0,2998.0,2019,92030,,2,,02
1 02.226.03.920.30 2018,5923.0,ARGITALPENAK:ARTXIBOA,0.0,8000.0,0.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,2018,92030,,2,,02
1 02.226.03.932.00 2019,4451.0,ZERGA IRAGARKIAK.BILKETA,1500.0,1500.0,0.0,1755.71,-255.71,1755.71,1755.71,1755.71,1755.71,2019,93200,,2,,02
1 02.226.04.920.00 2019,4452.0,GASTU JURIDIKOAK:ADMIN.OROKORRA,30000.0,30000.0,0.0,23168.22,6831.78,23168.22,23168.22,15084.14,15084.14,2019,92000,,2,,02
1 02.226.06.231.03 2019,4453.0,GAZTERIA PROIEKTUAK,20000.0,20000.0,0.0,3746.8,16253.2,3746.8,2464.2,2464.2,2464.2,2019,23103,,2,,02
1 02.226.06.323.00 2019,4454.0,KULTUR EKINTZAK:IKASTETXEAK,11000.0,11000.0,0.0,5229.29,5770.71,5229.29,1519.09,1519.09,1519.09,2019,32300,,2,,02
1 02.226.06.323.00 2018,5924.0,KULTUR EKINTZAK:IKASTETXEAK,0.0,7092.71,0.0,7092.71,0.0,7092.71,7092.71,7092.71,7092.71,2018,32300,,2,,02
1 02.226.06.326.01 2019,4455.0,KONTZERTUAK:MUSIKA ESKOLA,20000.0,20000.0,0.0,16663.12,3336.88,16663.12,16663.12,16663.12,16663.12,2019,32601,,2,,02
1 02.226.06.334.00 2019,4456.0,KULTUR EKINTZAK,153400.0,153400.0,0.0,131200.32,22199.68,131200.32,116069.03,102046.95,102046.95,2019,33400,,2,,02
1 02.226.06.334.00 2018,5925.0,KULTUR EKINTZAK,0.0,17406.5,0.0,17297.75,108.75,17297.75,17297.75,17297.75,17297.75,2018,33400,,2,,02
1 02.226.06.335.00 2019,4457.0,EKINTZA-KANPAINA:EUSKARA ZERBITZUA,25200.0,25200.0,0.0,7526.27,17673.73,7526.27,4001.66,4001.66,4001.66,2019,33500,,2,,02
1 02.226.06.335.00 2018,5926.0,EKINTZA-KANPAINA:EUSKARA ZERBITZUA,0.0,10000.0,0.0,6602.35,3397.65,6602.35,3410.37,3410.37,3410.37,2018,33500,,2,,02
1 02.226.06.338.00 2019,4458.0,JAIAK ETA JAIALDIAK,200000.0,200000.0,0.0,190987.04,9012.96,190987.04,190987.04,186588.29,186318.29,2019,33800,,2,,02
1 02.226.06.338.00 2018,5927.0,JAIAK ETA JAIALDIAK,0.0,5384.5,0.0,5384.5,0.0,5384.5,5384.5,5384.5,5384.5,2018,33800,,2,,02
1 02.226.06.341.00 2019,5885.0,KIROLA-BERDINTASUNA,8000.0,8000.0,0.0,2577.3,5422.7,2577.3,2577.3,2577.3,2577.3,2019,34100,,2,,02
1 02.226.06.342.00 2019,4459.0,EKINTZAK: KIROL JOLASGARRIAK,15500.0,15500.0,0.0,8021.41,7478.59,8021.41,8021.41,8021.41,8021.41,2019,34200,,2,,02
1 02.226.06.342.00 2018,5928.0,EKINTZAK: KIROL JOLASGARRIAK,0.0,2011.38,0.0,1946.03,65.35,1946.03,1946.03,1946.03,1946.03,2018,34200,,2,,02
1 02.226.06.414.00 2019,4652.0,ZUHAITZ EGUNA,3500.0,3500.0,0.0,2000.37,1499.63,2000.37,2000.37,2000.37,2000.37,2019,41400,,2,,02
1 02.226.06.920.30 2019,5615.0,OROIMEN HISTORIKOA.,21000.0,21000.0,0.0,18697.75,2302.25,18697.75,18697.75,18697.75,18697.75,2019,92030,,2,,02
1 02.226.95.231.00 2019,4462.0,HEZKIDETZA PROGR.BERDINTASUNA,60000.0,60000.0,0.0,60000.0,0.0,60000.0,32580.78,32580.78,32580.78,2019,23100,,2,,02
1 02.226.95.231.00 2018,6065.0,HEZKIDETZA PROGR.BERDINTASUNA,0.0,3492.5,0.0,3492.5,0.0,3492.5,3492.5,3492.5,3492.5,2018,23100,,2,,02
1 02.226.95.231.02 2019,4463.0,HARRERA PLANA.INMIGRAZIOA,20000.0,20000.0,0.0,40.0,19960.0,40.0,40.0,40.0,40.0,2019,23102,,2,,02
1 02.226.95.231.02 2018,5929.0,HARRERA PLANA.INMIGRAZIOA,0.0,5500.0,0.0,5458.1,41.9,5458.1,5458.1,5432.9,5432.9,2018,23102,,2,,02
1 02.226.96.172.30 2019,4464.0,ESKOLAKO AGENDA 21,14000.0,14000.0,0.0,12597.31,1402.69,12597.31,10097.31,10097.31,10097.31,2019,17230,,2,,02
1 02.226.96.231.00 2019,4465.0,TAILERRAK.BERDINTASUNA,35000.0,35000.0,0.0,29356.47,5643.53,29356.47,26520.11,26199.91,26199.91,2019,23100,,2,,02
1 02.226.96.231.02 2019,4466.0,BESTE PROGR.INMIGRAZIOA,10000.0,10000.0,0.0,123.58,9876.42,123.58,123.58,123.58,123.58,2019,23102,,2,,02
1 02.226.96.231.02 2018,5930.0,BESTE PROGR.INMIGRAZIOA,0.0,9606.39,0.0,9311.15,295.24,9311.15,4592.15,4592.15,4592.15,2018,23102,,2,,02
1 02.226.97.231.00 2019,4468.0,BESTE EKIMENAK.BERDINTASUNA,70000.0,70000.0,0.0,44586.7,25413.3,44586.7,31107.15,31107.15,31107.15,2019,23100,,2,,02
1 02.226.97.231.00 2018,5931.0,BESTE EKIMENAK.BERDINTASUNA,0.0,13015.0,0.0,13015.0,0.0,13015.0,4779.0,4779.0,4779.0,2018,23100,,2,,02
1 02.226.97.231.03 2019,4872.0,WUKRO-ELKARLANA,3000.0,3000.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,2019,23103,,2,,02
1 02.226.97.241.00 2019,5848.0,ITUROLA-COWORKING GUNEA,10000.0,10000.0,0.0,4335.88,5664.12,4335.88,4335.88,3150.65,3150.65,2019,24100,,2,,02
1 02.226.97.241.00 2018,5932.0,ITUROLA-COWORKING GUNEA,0.0,862.73,0.0,0.0,862.73,0.0,0.0,0.0,0.0,2018,24100,,2,,02
1 02.226.97.241.01 2019,4469.0,FUNTZIONAMENDU GASTUAK.IKASTAROAK.,1700.0,1700.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,2019,24101,,2,,02
1 02.226.97.241.02 2019,4873.0,FUNTZIONAMENDU GASTUAK.LANBIDE PROGRAMAK,2500.0,2500.0,0.0,1339.76,1160.24,1339.76,579.06,579.06,579.06,2019,24102,,2,,02
1 02.226.97.326.01 2019,4874.0,ARGITALPENAK.MUSIKA ESKOLA,1000.0,1000.0,0.0,205.92,794.08,205.92,205.92,205.92,205.92,2019,32601,,2,,02
1 02.226.97.335.10 2019,4875.0,MATERIALA. EUSKALTEGIA,2000.0,2000.0,0.0,1648.56,351.44,1648.56,111.98,101.88,101.88,2019,33510,,2,,02
1 02.226.97.335.50 2019,4470.0,GAZTETXO ALDIZKARIA,5100.0,5100.0,0.0,5116.8,-16.8,5116.8,2558.4,2558.4,2558.4,2019,33550,,2,,02
1 02.226.97.335.50 2018,5933.0,GAZTETXO ALDIZKARIA,0.0,462.9,0.0,0.0,462.9,0.0,0.0,0.0,0.0,2018,33550,,2,,02
1 02.226.97.920.00 2019,4471.0,IRAGARKI OFIZIALAK,40000.0,40000.0,0.0,22391.1,17608.9,22391.1,22391.1,22107.96,22013.61,2019,92000,,2,,02
1 02.226.97.924.00 2019,4472.0,2.ESKUKO AZOKA,3700.0,3700.0,0.0,3557.4,142.6,3557.4,2766.82,2766.82,2766.82,2019,92400,,2,,02
1 02.226.98.132.00 2019,4473.0,MATERIALA.BIDE HEZIKETA,5000.0,5000.0,0.0,3201.23,1798.77,3201.23,3201.23,2559.93,2559.93,2019,13200,,2,,02
1 02.226.98.162.10 2019,5637.0,AUZO KONPOSTA,50000.0,50000.0,0.0,30682.55,19317.45,30682.55,27059.62,27037.5,27037.5,2019,16210,,2,,02
1 02.226.98.162.10 2018,6015.0,MATERIALA.AUZO KONPOSTA,0.0,9915.95,0.0,9915.95,0.0,9915.95,9915.95,9915.95,9915.95,2018,16210,,2,,02
1 02.226.98.172.30 2019,4474.0,TOKIKO AGENDA 21,25000.0,25000.0,0.0,10503.69,14496.31,10503.69,10503.69,9843.69,9843.69,2019,17230,,2,,02
1 02.226.98.172.30 2018,5934.0,TOKIKO AGENDA 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,17230,,2,,02
1 02.226.98.231.01 2019,4475.0,SENTIBERATZE KANPAINAK,4000.0,4000.0,0.0,618.29,3381.71,618.29,618.29,618.29,618.29,2019,23101,,2,,02
1 02.226.98.231.90 2019,5816.0,KAROBIETA 24-GASTUAK,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2019,23190,,2,,02
1 02.226.98.241.00 2019,4477.0,ORIENTAZIO ZERBITZUA,60000.0,60000.0,0.0,18150.0,41850.0,18150.0,18150.0,18150.0,18150.0,2019,24100,,2,,02
1 02.226.98.324.10 2019,4478.0,FUNTZ.GASTU:HLP programak,14000.0,14000.0,0.0,6773.39,7226.61,6773.39,6773.39,6454.31,6454.31,2019,32410,,2,,02
1 02.226.98.326.01 2019,4876.0,MUSIKA INSTRUMENTUAK,6800.0,6800.0,0.0,2878.59,3921.41,2878.59,0.0,0.0,0.0,2019,32601,,2,,02
1 02.226.98.332.10 2019,5886.0,HAINBAT ZERBITZU,8000.0,8000.0,0.0,12806.4,-4806.4,12806.4,0.0,0.0,0.0,2019,33210,,2,,02
1 02.226.98.335.00 2019,4877.0,EKIMENAK.EUSKARAREN ALDE,5000.0,5000.0,0.0,4500.0,500.0,4500.0,4500.0,4500.0,4500.0,2019,33500,,2,,02
1 02.226.98.335.10 2019,4479.0,KANPOKO JARDUERAK.EUSKALTEGIA,2500.0,2500.0,0.0,1225.0,1275.0,1225.0,1225.0,1225.0,1225.0,2019,33510,,2,,02
1 02.226.98.335.50 2019,4480.0,IKASLEEN TXOKOA,5300.0,5300.0,0.0,5324.0,-24.0,5324.0,3194.4,3194.4,3194.4,2019,33550,,2,,02
1 02.226.98.920.00 2019,5617.0,BAXERA BERRERABILGARRIA,4000.0,4000.0,0.0,3494.48,505.52,3494.48,3494.48,2918.52,2918.52,2019,92000,,2,,02
1 02.226.98.920.30 2019,5618.0,KUOTA-EUSKO IKASKUNTZA,300.0,300.0,0.0,300.0,0.0,300.0,300.0,300.0,300.0,2019,92030,,2,,02
1 02.226.98.933.00 2019,4482.0,ONDASUN PARTIK.KALTEETAR.KALTE-ORDAINAK,10000.0,10000.0,0.0,1200.0,8800.0,1200.0,1200.0,1200.0,1200.0,2019,93300,,2,,02
1 02.226.99.132.00 2019,4483.0,HAINBAT GASTU.UDALTZAINGOA,9000.0,9000.0,0.0,4646.64,4353.36,4646.64,4646.64,4546.92,4546.92,2019,13200,,2,,02
1 02.226.99.132.00 2018,5935.0,HAINBAT GASTU.UDALTZAINGOA,0.0,1318.9,0.0,0.0,1318.9,0.0,0.0,0.0,0.0,2018,13200,,2,,02
1 02.226.99.135.00 2019,5887.0,MATERIALA.BABES ZIBILA,4000.0,4000.0,0.0,4261.03,-261.03,4261.03,4261.03,4045.73,4045.73,2019,13500,,2,,02
1 02.226.99.151.10 2019,5177.0,KUDEAKETA GASTUAK HIRIGINTZA,20000.0,20000.0,3956.7,907.5,15135.8,907.5,907.5,907.5,907.5,2019,15110,,2,,02
1 02.226.99.162.10 2019,4656.0,MATERIALA.HONDAKINEN KUDEAKETA,80000.0,80000.0,0.0,28414.12,51585.88,28414.12,28414.12,28414.12,28414.12,2019,16210,,2,,02
1 02.226.99.172.20 2019,4484.0,MATERIALA.BESTE.INGURUMENA,25500.0,25500.0,0.0,15815.3,9684.7,15815.3,9973.0,9973.0,9973.0,2019,17220,,2,,02
1 02.226.99.172.20 2018,5936.0,MATERIALA.BESTE.INGURUGIROA,0.0,5766.7,0.0,4138.2,1628.5,4138.2,2482.92,2482.92,2482.92,2018,17220,,2,,02
1 02.226.99.231.01 2019,4485.0,PROGRAMAK.LANKIDETZA,9257.0,9257.0,0.0,6714.4,2542.6,6714.4,6714.4,6569.2,6569.2,2019,23101,,2,,02
1 02.226.99.231.03 2019,4486.0,H.GASTU:GAZTERIA,1000.0,1000.0,0.0,310.57,689.43,310.57,310.57,310.57,310.57,2019,23103,,2,,02
1 02.226.99.241.00 2019,4878.0,EKIMENAK. TOKI GARAPENA,25000.0,25000.0,0.0,18647.96,6352.04,18647.96,9557.96,8638.08,8638.08,2019,24100,,2,,02
1 02.226.99.241.03 2019,4487.0,FUNTZIONAMENDU GASTUAK.ALDUNDIA ENPLEGU,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2019,24103,,2,,02
1 02.226.99.323.20 2019,4488.0,H.GASTU:INGURUMEN-HEZKUNTZA,5000.0,5000.0,0.0,2232.46,2767.54,2232.46,2232.46,2232.46,2232.46,2019,32320,,2,,02
1 02.226.99.323.30 2019,4489.0,H.GASTU:HAUR-ESKOLA,1500.0,1500.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,2019,32330,,2,,02
1 02.226.99.326.01 2019,4490.0,H.GASTU:MUSIKA ESKOLA,3000.0,3000.0,0.0,1845.39,1154.61,1845.39,1845.39,1433.99,1433.99,2019,32601,,2,,02
1 02.226.99.332.10 2019,4491.0,EKIMENAK.BESTE.LIBURUTEGIA,45000.0,45000.0,0.0,36312.01,8687.99,36312.01,34512.01,32568.49,32568.49,2019,33210,,2,,02
1 02.226.99.332.10 2018,5937.0,EKIMENAK.BESTE.LIBURUTEGIA,0.0,1511.0,0.0,1511.0,0.0,1511.0,1511.0,1511.0,1511.0,2018,33210,,2,,02
