Partida,Código interno,Descripción,Año,Pto inicial,Oblig. recon.
1 02.226.03.326.01 2018 (4446),4446,Publicidad,2018,800.0,741.69
1 02.226.03.334.00 2018 (4447),4447,Publicidad,2018,17000.0,17711.53
1 02.226.03.335.10 2018 (4448),4448,Publicidad,2018,4000.0,3318.5
1 02.226.03.912.00 2018 (4449),4449,Publicidad,2018,23000.0,23180.78
1 02.226.03.920.00 2018 (5174),5174,Servicio comunicacion,2018,22000.0,19891.88
1 02.226.03.920.30 2018 (4450),4450,Publicaciones,2018,8000.0,0.0
1 02.226.03.932.00 2018 (4451),4451,Anuncios recaudacion,2018,1500.0,1433.85
1 02.226.04.920.00 2018 (4452),4452,Asesoria jurídica,2018,25000.0,27564.08
1 02.226.06.231.03 2018 (4453),4453,Proyectos,2018,10000.0,15634.03
1 02.226.06.323.00 2018 (4454),4454,Actividades culturales,2018,11000.0,3626.29
1 02.226.06.326.01 2018 (4455),4455,Conciertos,2018,20305.0,19810.05
1 02.226.06.334.00 2018 (4456),4456,Actividades culturales,2018,145400.0,148288.79
1 02.226.06.335.00 2018 (4457),4457,Actividades Euskara,2018,25200.0,15861.84
1 02.226.06.338.00 2018 (4458),4458,Organizacion fiestas,2018,195000.0,188693.42
1 02.226.06.342.00 2018 (4459),4459,Actividades deporte,2018,15500.0,13783.43
1 02.226.06.920.30 2018 (5615),5615,Memoria histórica,2018,6000.0,6000.0
1 02.226.95.231.00 2018 (4462),4462,Programa Hezkidetza,2018,60000.0,56507.5
1 02.226.95.231.02 2018 (4463),4463,Plan Acogida,2018,5500.0,0.0
1 02.226.96.172.30 2018 (4464),4464,EskolaAgenda21,2018,19000.0,12913.07
1 02.226.96.231.00 2018 (4465),4465,Talleres Igualdad,2018,35000.0,35130.81
1 02.226.96.231.02 2018 (4466),4466,Otros gastos,2018,10000.0,393.61
1 02.226.96.335.10 2018 (5616),5616,Publicidad-campaña,2018,3500.0,3656.62
1 02.226.97.231.00 2018 (4468),4468,Otros programas Igualdad,2018,75000.0,62128.28
1 02.226.97.231.03 2018 (4872),4872,Cooperacion Wukro,2018,12000.0,8363.85
1 02.226.97.241.00 2018 (5848),5848,Iturola-coworking,2018,0.0,5909.25
1 02.226.97.241.01 2018 (4469),4469,Gastos funcionamiento,2018,34620.0,0.0
1 02.226.97.241.02 2018 (4873),4873,Gastos funcionamiento,2018,7500.0,878.39
1 02.226.97.326.01 2018 (4874),4874,Publicaciones,2018,1000.0,952.9
1 02.226.97.335.10 2018 (4875),4875,Aniversario,2018,4000.0,3906.51
1 02.226.97.335.50 2018 (4470),4470,Revista Gaztetxo,2018,5100.0,4633.1
1 02.226.97.920.00 2018 (4471),4471,Anucios oficiales,2018,40000.0,26362.96
1 02.226.97.924.00 2018 (4472),4472,Azoka 2.mano,2018,3700.0,3557.34
1 02.226.97.933.00 2018 (5825),5825,Contenciosos,2018,0.0,10940.58
1 02.226.98.132.00 2018 (4473),4473,Educacion Vial,2018,6000.0,5656.13
1 02.226.98.172.30 2018 (4474),4474,Agenda21,2018,26500.0,12351.66
1 02.226.98.231.01 2018 (4475),4475,Campañas sensibilizacion,2018,2000.0,1910.29
1 02.226.98.231.90 2018 (5816),5816,KAROBIETA 24-GASTUAK,2018,0.0,25013.45
1 02.226.98.241.00 2018 (4477),4477,Servicio Orientacion Empleo,2018,60000.0,12069.75
1 02.226.98.324.10 2018 (4478),4478,Gastos funcionamiento,2018,14000.0,14287.55
1 02.226.98.326.01 2018 (4876),4876,Instrumentos,2018,6800.0,6774.4
1 02.226.98.335.00 2018 (4877),4877,Actos Euskara,2018,5000.0,4500.0
1 02.226.98.335.10 2018 (4479),4479,Otras Actividades Euskaltegia,2018,1000.0,1114.0
1 02.226.98.335.50 2018 (4480),4480,Programa Ikasleen txokoa,2018,5173.0,5245.35
1 02.226.98.432.00 2018 (5176),5176,Estudio Txotx,2018,20000.0,0.0
1 02.226.98.920.00 2018 (5617),5617,Vajilla eventos,2018,4000.0,4387.94
1 02.226.98.920.30 2018 (5618),5618,Eusko Ikaskuntza,2018,300.0,300.0
1 02.226.98.933.00 2018 (4482),4482,Daños particulares,2018,10000.0,890.4
1 02.226.99.132.00 2018 (4483),4483,Otros gastos,2018,7000.0,5146.71
1 02.226.99.135.00 2018 (4653),4653,Otros gastos proteccion civil,2018,4000.0,3811.78
1 02.226.99.151.10 2018 (5177),5177,Gastos Gestion,2018,33000.0,610.72
1 02.226.99.172.20 2018 (4484),4484,Otros gastos,2018,25500.0,27233.47
1 02.226.99.231.01 2018 (4485),4485,Otros gastos,2018,7257.0,6918.65
1 02.226.99.231.03 2018 (4486),4486,Otros gastos,2018,1000.0,601.96
1 02.226.99.241.00 2018 (4878),4878,Actuaciones Desarrollo Local,2018,20000.0,16594.84
1 02.226.99.241.03 2018 (4487),4487,Gastos funcionamiento,2018,100.0,0.0
1 02.226.99.323.20 2018 (4488),4488,Otros gastos,2018,3500.0,779.25
1 02.226.99.323.30 2018 (4489),4489,Otos gastos,2018,1500.0,98.68
1 02.226.99.326.01 2018 (4490),4490,Otros gastos,2018,3000.0,4023.63
1 02.226.99.332.10 2018 (4491),4491,Otros gastos,2018,38036.0,35510.9
1 02.226.99.334.00 2018 (4492),4492,Otros gastos,2018,4000.0,242.0
1 02.226.99.335.00 2018 (4493),4493,Otros gastos,2018,600.0,459.1
1 02.226.99.335.10 2018 (4494),4494,Actividades Euskaltegia,2018,1500.0,1360.74
1 02.226.99.335.20 2018 (4495),4495,Programa Buruntzaldea,2018,30000.0,29836.1
1 02.226.99.335.30 2018 (4496),4496,Otros gastos,2018,900.0,674.0
1 02.226.99.335.40 2018 (4497),4497,Otros gastos,2018,6000.0,4824.01
1 02.226.99.335.50 2018 (4498),4498,Otros gastos,2018,12000.0,3089.62
1 02.226.99.338.00 2018 (4499),4499,Otros gastos,2018,7000.0,8586.15
1 02.226.99.342.00 2018 (4500),4500,Otros gastos,2018,5000.0,6613.74
1 02.226.99.342.01 2018 (4501),4501,Otros gastos,2018,1000.0,756.39
1 02.226.99.432.00 2018 (4502),4502,Otros gastos,2018,36000.0,24312.6
1 02.226.99.912.00 2018 (4503),4503,Otros gastos,2018,2000.0,1401.69
1 02.226.99.920.00 2018 (4504),4504,Otros gastos,2018,25000.0,25533.12
1 02.226.99.920.11 2018 (4505),4505,Seguridad-salud laboral,2018,10000.0,11302.97
1 02.226.99.920.30 2018 (4506),4506,Otros gastos,2018,5000.0,4955.18
1 02.226.99.924.00 2018 (4507),4507,Programas participación,2018,77000.0,34621.79
1 02.226.99.933.00 2018 (4510),4510,Gastos Alokabide,2018,5500.0,3911.58
1 02.227.01.334.00 2018 (5619),5619,Apoyo produccion cultural,2018,25000.0,24630.4
1 02.227.04.231.03 2018 (4476),4476,Programa GazteTxokoa,2018,90000.0,90000.0
1 02.227.04.323.20 2018 (4511),4511,Programa.Ingurugiro-hezkuntza,2018,19000.0,14349.05
1 02.227.04.326.02 2018 (4512),4512,Servicio Kantuz,2018,65000.0,64999.98
1 02.227.04.334.10 2018 (4513),4513,Servicio Tallleres,2018,85000.0,79186.6
1 02.227.04.342.00 2018 (4515),4515,Servicio monitor,2018,200000.0,276494.41
1 02.227.04.432.00 2018 (5835),5835,Plan acciones turismo,2018,0.0,0.0
1 02.227.07.172.20 2018 (4516),4516,Estudios-proyectos,2018,154200.0,32368.54
1 02.227.07.231.00 2018 (5620),5620,Protocolo. Violencia genero,2018,20000.0,11748.95
1 02.227.07.241.00 2018 (5821),5821,Contrat.KM0-Beterri,2018,0.0,11415.04
1 02.227.07.323.00 2018 (4517),4517,Programa Hezkuntza,2018,50000.0,36115.2
1 02.227.07.912.00 2018 (4519),4519,Estudios asesoria,2018,15000.0,17823.3
1 02.227.07.920.00 2018 (5822),5822,Contrat.Proteccion datos,2018,0.0,21429.1
1 02.227.07.931.00 2018 (4520),4520,Auditoria,2018,17000.0,15185.75
1 02.227.09.932.00 2018 (4521),4521,Servicio recaudacion,2018,3000.0,6005.12
1 02.227.95.241.00 2018 (5840),5840,Contrat.-Plan comercio,2018,0.0,10000.0
1 02.227.95.920.00 2018 (5847),5847,Valoracion puestos,2018,0.0,10738.75
1 02.227.97.912.00 2018 (5621),5621,Servicio Comunicación,2018,36000.0,35694.96
1 02.227.98.132.00 2018 (4522),4522,Perros abandonados,2018,6000.0,4830.68
1 02.227.98.342.00 2018 (4524),4524,Servicio socorrista,2018,113000.0,111717.99
1 02.227.98.342.01 2018 (4525),4525,Mantenimiento,2018,11000.0,10686.72
1 02.227.98.912.00 2018 (5854),5854,Gastos gestion-Microcréditos,2018,0.0,6938.56
1 02.227.98.933.00 2018 (5622),5622,Banco Alimentos,2018,13100.0,13068.0
1 02.227.99.323.30 2018 (4527),4527,Servicio comedor,2018,62738.0,55680.35
1 02.227.99.334.10 2018 (4528),4528,Servicio Talleres,2018,37000.0,37310.9
1 02.227.99.335.40 2018 (4529),4529,Servicio Udalekuak,2018,19500.0,20000.0
1 02.227.99.342.00 2018 (4530),4530,Otros contratos,2018,24000.0,9273.43
1 02.227.99.342.01 2018 (4531),4531,Servicio socorrista,2018,123000.0,122932.83
1 02.227.99.912.00 2018 (4532),4532,Programa Bizikidetza,2018,20000.0,12321.35
1 02.227.99.920.00 2018 (4533),4533,Otros contratos,2018,35000.0,28223.12
1 02.227.99.920.11 2018 (4534),4534,Servicio Seguridad-salud laboral,2018,19000.0,18214.4
1 02.227.99.920.20 2018 (4880),4880,Trabajos exteriores,2018,25000.0,21277.86
1 02.227.99.920.30 2018 (5186),5186,Patrimonio,2018,8000.0,8000.0
1 02.230.01.912.00 2018 (4535),4535,Dietas,2018,3000.0,4814.83
1 02.230.01.920.10 2018 (4536),4536,Dietas personal,2018,6000.0,8549.29
1 02.332.01.011.00 2018 (4537),4537,Intereses prestamo,2018,12000.0,7058.84
1 02.369.01.011.00 2018 (4539),4539,Gastos financieros,2018,2000.0,1173.44
1 02.421.01.922.00 2018 (4543),4543,Aportacion.Udalbiltza,2018,45000.0,40000.0
1 02.421.02.432.00 2018 (5187),5187,Convenio asociacion Sagardun,2018,10000.0,0.0
1 02.422.01.241.00 2018 (4545),4545,Convenio comarcal Beterri,2018,132114.0,132114.0
1 02.422.01.326.03 2018 (4541),4541,Subvenciones.EPA,2018,3577.0,3577.0
1 02.422.01.432.00 2018 (4544),4544,Convenio asociacion Behemendi,2018,14500.0,13716.11
1 02.422.01.922.00 2018 (4542),4542,Aportacion.Eudel,2018,3006.0,4507.59
1 02.431.01.231.90 2018 (5623),5623,Aportacion ordinaria,2018,2142072.0,2181694.87
1 02.431.01.943.20 2018 (4547),4547,Aportacion. Udala-Ereñotzu,2018,373649.0,373649.0
1 02.471.01.241.00 2018 (5841),5841,Subv-emprendedores,2018,0.0,0.0
1 02.471.01.334.00 2018 (4548),4548,Concesion servicio,2018,35000.0,12835.45
1 02.471.02.241.00 2018 (5842),5842,Subv-Comercio,2018,0.0,0.0
1 02.480.01.151.10 2018 (5843),5843,SUBV.REHABILITACION VIVIENDAS,2018,0.0,0.0
1 02.480.01.231.03 2018 (4563),4563,Subv.Alquiler vivienda,2018,82000.0,0.0
1 02.480.01.231.04 2018 (4884),4884,Subv.Alguiler vivienda,2018,82000.0,0.0
1 02.480.01.334.00 2018 (5624),5624,Subv.Creacion Artistica,2018,10000.0,0.0
1 02.480.01.335.10 2018 (4550),4550,Becas Euskaltegia,2018,33270.0,28175.62
1 02.480.01.920.30 2018 (4561),4561,Beca investigacion,2018,8000.0,0.0
1 02.481.01.135.00 2018 (4883),4883,Convenio Asociación Dya,2018,3500.0,3500.0
1 02.481.01.231.01 2018 (4551),4551,Aportacion.Euskal Fondoa,2018,3621.0,3558.51
1 02.481.01.241.00 2018 (4552),4552,Conveio asociación Berriak,2018,14000.0,14400.0
1 02.481.01.323.00 2018 (4553),4553,Subv.Actividades escolares,2018,18400.0,14719.0
1 02.481.01.334.00 2018 (4555),4555,Subv. Concurrencia,2018,80000.0,68028.99
1 02.481.01.334.20 2018 (4556),4556,Convenio Musika Banda,2018,83459.0,83459.0
1 02.481.01.334.30 2018 (4557),4557,Convenio Txistulari Taldea,2018,38813.0,38813.0
1 02.481.01.335.00 2018 (4558),4558,Subvencion concurrencia,2018,50000.0,49124.59
1 02.481.01.341.00 2018 (4559),4559,Subv.concurrencia,2018,35000.0,0.0
1 02.481.01.912.00 2018 (4560),4560,Subv. Directas,2018,25000.0,10964.81
1 02.481.02.231.01 2018 (4562),4562,Subv.Tercer Mundo,2018,164577.0,0.0
1 02.481.02.334.10 2018 (4564),4564,Subv.Concurrencia,2018,106000.0,98039.27
1 02.481.02.335.00 2018 (4565),4565,Subvencion Directas,2018,146200.0,128882.61
1 02.481.02.341.00 2018 (5188),5188,Subv.Directa- Eskola Kirola,2018,40000.0,39999.79
1 02.481.02.912.00 2018 (4567),4567,Grupos politicos,2018,71200.0,70860.0
1 02.481.03.231.01 2018 (4885),4885,Proyectos Euskal Fondoa,2018,49159.0,49159.0
1 02.481.03.231.02 2018 (4568),4568,Convenio Asociacion Amher,2018,65000.0,65000.0
1 02.481.03.341.00 2018 (4569),4569,Subv.Directa. Club-deporte,2018,68000.0,75411.0
1 02.481.03.912.00 2018 (5189),5189,Convenio asociacion Fiare,2018,20000.0,45000.0
1 02.481.04.341.00 2018 (4571),4571,Subv.concurrencia deporte,2018,4088.0,4088.0
1 02.481.05.924.00 2018 (4572),4572,Subvencion. Auzolan,2018,25000.0,6162.92
1 02.500.01.929.00 2018 (4509),4509,Credito Global,2018,708721.0,0.0
1 02.500.04.929.00 2018 (5844),5844,Credito Global-Inversiones,2018,0.0,0.0
1 02.601.01.151.10 2018 (4573),4573,Bidegorri Sorgintxulo-Latsunbe,2018,20000.0,0.0
1 02.601.01.151.20 2018 (5845),5845,Galarreta-Sistema General,2018,0.0,0.0
1 02.601.01.933.00 2018 (5658),5658,SENPERENEA BIDEA. EXEK. SUBSIDIARIOA,2018,0.0,0.0
1 02.601.02.151.10 2018 (5625),5625,Peatonalizacion Urbieta,2018,100000.0,0.0
1 02.601.04.151.10 2018 (5813),5813,SENPERENEA BIDEA. EXEK. SUBSIDIARIOA,2018,0.0,0.0
1 02.601.11.151.10 2018 (5826),5826,AZPIEGITURAK ETA URBANIZAZIOAK,2018,0.0,0.0
1 02.601.13.153.20 2018 (5827),5827,AZPIEGITURAK ETA URBANIZAZIOAK,2018,0.0,0.0
1 02.601.14.151.10 2018 (5828),5828,AZPIEGITURAK ETA URBANIZAZIOAK,2018,0.0,0.0
1 02.601.15.151.10 2018 (5852),5852,Rampa Acceso Laiztiaga,2018,0.0,5287.7
1 02.601.16.151.10 2018 (5853),5853,Tanque saneamiento-Akarregi,2018,0.0,0.0
1 02.609.01.133.00 2018 (5839),5839,sistema aparcamiento,2018,0.0,0.0
1 02.609.01.334.00 2018 (5626),5626,Cierre Atsegindegi,2018,138000.0,9075.0
1 02.609.03.341.00 2018 (5834),5834,Paneles informativos,2018,0.0,0.0
1 02.622.01.151.10 2018 (5829),5829,Viviendas municipales-Antziola,2018,0.0,0.0
1 02.622.01.333.00 2018 (5627),5627,Biteri-reforma,2018,60000.0,63306.52
1 02.622.02.172.20 2018 (5628),5628,Planta Compost,2018,100000.0,988.53
1 02.622.02.334.00 2018 (5629),5629,Sandiusterri-reforma,2018,100000.0,0.0
1 02.622.02.933.00 2018 (5846),5846,Compra local,2018,0.0,0.0
1 02.622.03.334.00 2018 (5830),5830,Milagrosa reforma,2018,0.0,0.0
1 02.622.04.334.00 2018 (5831),5831,AveMaria reforma,2018,0.0,0.0
1 02.623.02.342.00 2018 (5820),5820,instalaciones,2018,0.0,68002.0
1 02.624.01.132.00 2018 (5630),5630,Vehiculo.Guardia Municipal,2018,30000.0,0.0
1 02.625.01.342.00 2018 (5837),5837,Adecuacion salas-kiroldegia,2018,0.0,3338.39
1 02.625.01.920.00 2018 (4887),4887,Mobiliario,2018,3000.0,8216.03
1 02.626.01.920.20 2018 (4580),4580,Equipos informatica,2018,25000.0,16922.62
1 02.628.01.332.10 2018 (4581),4581,Fondos bibliográficos,2018,44000.0,39311.91
1 02.629.01.132.00 2018 (5836),5836,Sistema radio Udaltzaingoa,2018,0.0,0.0
1 02.643.01.151.10 2018 (5631),5631,Planeamiento.Vision genero.,2018,50000.0,0.0
1 02.643.02.151.10 2018 (5838),5838,Proyecto-pabellon servicios,2018,0.0,0.0
1 02.644.01.920.20 2018 (5832),5832,APLIKAZIO INFORMATIKOAK,2018,0.0,6212.31
1 02.644.02.920.20 2018 (5833),5833,Paneles informativos,2018,0.0,0.0
1 02.823.01.931.00 2018 (4588),4588,Anticipos personal,2018,10000.0,900.0
1 02.933.01.011.00 2018 (4589),4589,Amortizacion prestamo,2018,362000.0,362223.08
1 05.200.02.133.00 2018 (4591),4591,Adif-terrenos,2018,1050.0,1027.75
1 05.210.01.153.20 2018 (4592),4592,Mantenimiento,2018,175000.0,115089.74
1 05.210.01.153.70 2018 (4593),4593,Mantenimiento caminos rurales,2018,15000.0,5722.55
1 05.210.01.160.00 2018 (4594),4594,Mantenimiento sistema saneamiento,2018,41400.0,16220.59
1 05.210.01.161.00 2018 (4595),4595,Mantenimiento sistema aguas,2018,101400.0,18024.17
1 05.210.01.165.00 2018 (4596),4596,Alumbrado público,2018,118000.0,45439.68
1 05.210.01.171.00 2018 (4597),4597,Mantenimiento Parque y jardines,2018,35000.0,11479.69
1 05.210.01.414.00 2018 (4598),4598,Ingurunea,2018,30000.0,17801.33
1 05.211.01.132.00 2018 (4599),4599,Mantenimiento,2018,1500.0,1674.64
1 05.211.01.153.40 2018 (4600),4600,Mantenimiento,2018,7000.0,4435.62
1 05.211.01.164.00 2018 (4601),4601,Mantenimiento cementrio,2018,9000.0,8970.46
1 05.211.01.241.00 2018 (5632),5632,mantenimiento edificio,2018,0.0,1831.48
1 05.211.01.311.01 2018 (4602),4602,Mantenimiento WC,2018,1500.0,2556.58
1 05.211.01.323.10 2018 (4603),4603,Mantenimiento centros escolares,2018,50000.0,46157.65
1 05.211.01.323.30 2018 (4604),4604,Mantenimiento Haur eskola,2018,4000.0,3532.57
1 05.211.01.326.01 2018 (4605),4605,Mantenimiento Musika Eskola,2018,2000.0,2404.86
1 05.211.01.326.03 2018 (4606),4606,Mantenimiento,2018,1500.0,0.0
1 05.211.01.333.00 2018 (4607),4607,Mantenimiento Kultur Etxea,2018,12000.0,13174.19
1 05.211.01.335.10 2018 (5194),5194,Mantenimiento Euskaltegia,2018,1000.0,959.01
1 05.211.01.920.02 2018 (4609),4609,Mantenimiento Edificios,2018,130000.0,89520.62
1 05.211.01.929.10 2018 (4610),4610,Mantenimiento Juzgado,2018,500.0,1266.15
1 05.212.01.133.00 2018 (4611),4611,Mantenimiento semaforos,2018,3000.0,85.69
1 05.212.01.153.40 2018 (4613),4613,Maquinaria,2018,10000.0,4259.02
1 05.212.01.241.00 2018 (5633),5633,maquinaria edificio,2018,0.0,436.81
1 05.212.01.323.10 2018 (4614),4614,Mantenimiento centros escolares,2018,25000.0,24608.2
1 05.212.01.323.30 2018 (4615),4615,Mantenimiento Haur eskola,2018,5000.0,6186.15
1 05.212.01.326.01 2018 (4616),4616,Mantenimiento Musika Eskola,2018,2000.0,2905.7
1 05.212.01.326.03 2018 (4617),4617,Mantenimiento Epa,2018,2000.0,1797.46
1 05.212.01.333.00 2018 (4618),4618,Mantenimiento Kultur Etxea,2018,7000.0,8401.54
1 05.212.01.335.10 2018 (5195),5195,Mantenimiento Euskaltegia,2018,1000.0,1149.97
1 05.212.01.414.00 2018 (4619),4619,Mantenimiento Ingurumena,2018,3000.0,390.17
1 05.212.01.920.02 2018 (4621),4621,Mantenimiento Edificios,2018,25000.0,38938.67
1 05.212.01.929.10 2018 (4622),4622,Mantenimiento Juzgado,2018,1500.0,1324.9
1 05.213.01.153.40 2018 (4623),4623,Mant vehiculo,2018,9500.0,6817.08
1 05.213.01.161.00 2018 (4624),4624,vehiculos,2018,3500.0,3376.26
1 05.213.01.165.00 2018 (4625),4625,vehiculos,2018,3000.0,1094.63
1 05.213.01.323.10 2018 (4626),4626,Mantenimiento centros escolares,2018,500.0,1669.59
1 05.213.01.414.00 2018 (4627),4627,Mantenimiento Ingurumena,2018,3500.0,2971.96
1 05.213.01.920.00 2018 (4628),4628,Mantenimiento vehiculo,2018,500.0,912.26
1 05.214.01.920.00 2018 (4629),4629,Equipos oficina,2018,45000.0,48228.39
1 05.221.01.132.00 2018 (5634),5634,electricidad Udaltzaingoa,2018,0.0,4539.71
1 05.221.01.161.00 2018 (4631),4631,Energia electrica,2018,25750.0,27002.26
1 05.221.01.164.00 2018 (5659),5659,ELEKTRIZITATEA.HILERRIA,2018,0.0,925.81
1 05.221.01.165.00 2018 (4632),4632,Gasto electricidad,2018,281000.0,233299.66
1 05.221.01.241.00 2018 (5635),5635,electricidad Gabriel Zelaia,2018,0.0,2436.86
1 05.221.01.323.10 2018 (5197),5197,Electricidad,2018,63510.0,51585.65
1 05.221.01.323.30 2018 (5198),5198,Electricidad,2018,8800.0,8101.15
1 05.221.01.324.10 2018 (5199),5199,Electricidad,2018,7520.0,5273.83
1 05.221.01.326.01 2018 (5200),5200,Electricidad,2018,3225.0,2683.0
1 05.221.01.326.03 2018 (5201),5201,Electricidad,2018,3085.0,2363.25
1 05.221.01.333.00 2018 (5202),5202,Electricidad,2018,19465.0,15193.53
1 05.221.01.335.10 2018 (5203),5203,Electricidad,2018,1785.0,1764.85
1 05.221.01.342.00 2018 (5204),5204,Electricidad,2018,74590.0,113626.47
1 05.221.01.342.01 2018 (5205),5205,Electricidad,2018,31725.0,28688.77
1 05.221.01.342.09 2018 (5661),5661,ELEKTRIZITATEA. BESTE KIROL ERAIKUNTZAK,2018,0.0,1955.99
1 05.221.01.920.02 2018 (4633),4633,Electricidad,2018,95540.0,70994.28
1 05.221.01.929.10 2018 (5206),5206,Electricidad,2018,5630.0,4280.65
1 05.221.02.160.00 2018 (4634),4634,Saneamiento Añarbe,2018,502000.0,506732.48
1 05.221.02.161.00 2018 (4635),4635,Abastecimiento-Añarbe,2018,430880.0,424612.69
1 05.221.03.241.00 2018 (5636),5636,Gas. Gabriel Zelaia,2018,0.0,4626.19
1 05.221.03.323.10 2018 (5208),5208,Gas,2018,50115.0,46230.96
1 05.221.03.323.30 2018 (5209),5209,Gas,2018,5475.0,7090.31
1 05.221.03.324.10 2018 (5210),5210,Gas,2018,500.0,251.79
1 05.221.03.326.01 2018 (5211),5211,Gas,2018,1750.0,1322.58
1 05.221.03.326.03 2018 (5212),5212,Gas,2018,2145.0,1654.9
1 05.221.03.333.00 2018 (5213),5213,Gas,2018,10255.0,11249.79
1 05.221.03.335.10 2018 (5214),5214,Gas,2018,1590.0,1908.55
1 05.221.03.342.00 2018 (5215),5215,Gas,2018,36360.0,4562.13
1 05.221.03.342.09 2018 (5660),5660,Gas,2018,0.0,1234.72
1 05.221.03.920.02 2018 (4636),4636,Gas,2018,21800.0,25470.3
1 05.221.04.153.40 2018 (4637),4637,Combustible,2018,9500.0,8248.72
1 05.221.04.161.00 2018 (4638),4638,Combustible,2018,3000.0,2658.86
1 05.221.04.165.00 2018 (4639),4639,combustible,2018,3000.0,1027.77
1 05.221.04.323.10 2018 (4640),4640,Gas,2018,900.0,807.26
1 05.221.04.342.00 2018 (5218),5218,Gas,2018,40000.0,24394.25
1 05.221.04.414.00 2018 (4641),4641,Gas,2018,1230.0,1184.86
1 05.221.04.920.00 2018 (4642),4642,Gas,2018,500.0,489.4
1 05.221.09.323.10 2018 (5220),5220,Productos,2018,100.0,5237.42
1 05.221.09.323.30 2018 (5221),5221,Productos,2018,100.0,439.27
1 05.221.09.324.10 2018 (5222),5222,Productos,2018,100.0,0.0
1 05.221.09.326.01 2018 (5223),5223,Productos,2018,100.0,230.7
1 05.221.09.326.03 2018 (5224),5224,Productos,2018,100.0,117.31
1 05.221.09.333.00 2018 (5225),5225,Productos,2018,100.0,1033.05
1 05.221.09.335.10 2018 (5226),5226,Productos,2018,100.0,165.22
1 05.221.09.342.00 2018 (5227),5227,Productos,2018,100.0,2883.09
1 05.221.09.342.01 2018 (5228),5228,Productos,2018,100.0,339.93
1 05.221.09.920.02 2018 (4643),4643,Productos,2018,14000.0,2877.23
1 05.221.11.136.00 2018 (4644),4644,Herramientas,2018,900.0,666.18
1 05.221.11.153.40 2018 (4645),4645,Herramientas,2018,4000.0,5069.53
1 05.221.11.161.00 2018 (4646),4646,Herramientas,2018,2000.0,470.87
1 05.221.11.165.00 2018 (4648),4648,Herramientas,2018,4000.0,1452.38
1 05.221.99.161.00 2018 (4649),4649,Otros gastos,2018,500.0,993.38
1 05.226.01.153.40 2018 (4650),4650,Canon ocupacion,2018,1200.0,1070.9
1 05.226.01.160.00 2018 (4651),4651,Saneamiento Canon,2018,32000.0,30578.07
1 05.226.06.414.00 2018 (4652),4652,Zuhaitz eguna,2018,3500.0,2016.93
1 05.226.98.162.10 2018 (5637),5637,Instalaciones auzo konposta,2018,50000.0,24510.25
1 05.226.99.153.40 2018 (4654),4654,Otros gastos,2018,3000.0,1746.02
1 05.226.99.161.00 2018 (4655),4655,Canon ocupacion,2018,5000.0,5487.75
1 05.226.99.162.10 2018 (4656),4656,Material. Residuos,2018,80000.0,98092.98
1 05.226.99.163.00 2018 (5850),5850,Otros gastos,2018,0.0,37521.01
1 05.226.99.241.00 2018 (4657),4657,Otros gastos,2018,1000.0,0.0
1 05.226.99.333.00 2018 (4658),4658,Otros gastos,2018,900.0,625.66
1 05.226.99.929.10 2018 (4659),4659,Otros gastos,2018,400.0,300.0
1 05.227.01.132.00 2018 (5638),5638,Limpieza.,2018,0.0,12501.38
1 05.227.01.163.00 2018 (4660),4660,Limpieza viaria,2018,1165000.0,1085129.01
1 05.227.01.241.00 2018 (5639),5639,Limpieza.,2018,0.0,8346.84
1 05.227.01.323.10 2018 (5230),5230,Limpieza,2018,440358.0,440303.43
1 05.227.01.323.30 2018 (5231),5231,Limpieza,2018,91093.0,91092.84
1 05.227.01.324.10 2018 (5232),5232,Limpieza,2018,10202.0,10202.16
1 05.227.01.326.01 2018 (5233),5233,Limpieza,2018,1600.0,0.0
1 05.227.01.326.03 2018 (5234),5234,Limpieza,2018,15462.0,15462.36
1 05.227.01.333.00 2018 (5235),5235,Limpieza,2018,150074.0,150073.8
1 05.227.01.335.10 2018 (5236),5236,Limpieza,2018,11322.0,11322.0
1 05.227.01.342.00 2018 (5237),5237,Limpieza,2018,291985.0,255005.34
1 05.227.01.342.01 2018 (5238),5238,Limpieza,2018,23033.0,23032.8
1 05.227.01.920.02 2018 (4661),4661,Limpieza,2018,176104.0,137525.13
1 05.227.95.162.20 2018 (5640),5640,Tratamiento residuos,2018,528000.0,523928.61
1 05.227.96.162.10 2018 (4889),4889,Oficina atez-ate,2018,83000.0,86733.5
1 05.227.96.162.20 2018 (5641),5641,OBRA HONDAKINAK.,2018,15000.0,8336.53
1 05.227.97.134.00 2018 (4662),4662,vehiculos,2018,21500.0,10549.71
1 05.227.97.162.10 2018 (5849),5849,Gastos subrogación,2018,0.0,56339.41
1 05.227.98.133.00 2018 (4663),4663,Entrada casco,2018,18000.0,52169.6
1 05.227.98.153.40 2018 (4664),4664,Cartografia,2018,20000.0,21175.0
1 05.227.98.162.10 2018 (4665),4665,Recogida residuos,2018,1770000.0,1765894.83
1 05.227.98.311.01 2018 (4890),4890,Servicio WC,2018,23000.0,19489.49
1 05.227.99.133.00 2018 (4666),4666,Contrato semaforos,2018,9500.0,9276.0
1 05.227.99.171.00 2018 (4667),4667,Servicio parque y jardines,2018,482000.0,477045.0
1 05.227.99.311.00 2018 (4668),4668,Desratizacion,2018,8000.0,6790.0
